,Unnamed: 0,Mean,Median,Mode,Standard Deviation,Zero Crossing Rate,RootMean Square,Amplitude envelope,Human/Robo
7644,7644,0.09,19,18,1848.75,13433,1848.74846315014,12769,0
7645,7645,1.24,15,-2,2039.01,14876,2039.00790091652,15434,0
7646,7646,0.67,39,17,2184.63,11636,2184.62927747478,15434,0
7647,7647,-1.03,10,-2,1501.13,16985,1501.12932487511,12724,0
7648,7648,-1.21,50,96,1506.01,13507,1506.00807766758,9451,0
7649,7649,3.4,15,23,1677.43,17600,1677.43134881878,17022,0
7650,7650,-0.66,7,13,2867.36,14236,2867.36006982032,17022,0
7651,7651,-1.77,33,10,3487.35,11956,3487.35059034792,14621,0
7652,7652,1.28,147,80,3353.24,9843,3353.23724928613,14621,0
7653,7653,-1.12,94,18,2837.35,10116,2837.35493549891,13392,0
7654,7654,0.62,39,-17,2463.52,12287,2463.51810222698,14371,0
7655,7655,0.97,35.5,13,2593.3,12371,2593.29847491568,14371,0
7656,7656,-0.17,20,-12,2023.76,13199,2023.75992400284,13883,0
7657,7657,0.01,6,2,1566.05,16691,1566.04560597704,12923,0
7658,7658,-0.48,13,-9,1679.29,14164,1679.28795029322,12646,0
7659,7659,-0.99,80,-37,2341.33,9608,2341.32909690201,11276,0
7660,7660,0.02,43,12,2263.69,14601,2263.69473427845,11276,0
7661,7661,1.03,31,12,2247.02,12802,2247.02313294723,10974,0
7662,7662,-0.03,28,-1,2328.61,9547,2328.60675082763,10974,0
7663,7663,-0.7,33,-1,2122.94,10766,2122.94050081485,9270,0
7664,7664,0.51,55,26,2311.81,11618,2311.81054370811,11418,0
7665,7665,0.81,35,-29,2661.81,11810,2661.81078966932,14535,0
7666,7666,-0.05,3,12,1695.3,14520,1695.2979531634,17097,0
7667,7667,0.56,6,16,2358.79,14177,2358.79297735092,17097,0
7668,7668,-0.2,81,39,3082.63,7953,3082.63291035439,15330,0
7669,7669,0.4,48,-2,2703.03,7749,2703.02590627615,21436,0
7670,7670,0.69,19,-35,1862.21,11452,1862.20554450898,21436,0
7671,7671,-1.05,28,19,2306.76,15661,2306.75964937832,13209,0
7672,7672,-2.07,40,-53,2313.28,16635,2313.28502999522,12124,0
7673,7673,0.73,40,-7,2815.04,10446,2815.03891447347,12790,0
7674,7674,1.73,57,36,2753.19,11354,2753.19135005179,12790,0
7675,7675,0.22,47,26,2460.35,11502,2460.35413914339,17765,0
7676,7676,0.03,25,0,2272.89,14668,2272.89498877533,14449,0
7677,7677,0.78,35.5,-11,2434.23,14246,2434.22773790786,13624,0
7678,7678,-0.07,34,-10,2187.81,12026,2187.80551009453,13048,0
7679,7679,-1.27,22,-14,1962.84,10515,1962.83997564753,18120,0
7680,7680,0.49,12,-9,2289.82,13342,2289.81593365056,18120,0
7681,7681,0.38,30,25,2401.87,12563,2401.86908677388,12883,0
7682,7682,-1.24,85,48,2281.57,12313,2281.57031230686,11672,0
7683,7683,-0.84,27,-7,2515.5,14245,2515.49629695613,16974,0
7684,7684,1.02,26,2,2231.47,9758,2231.47071009234,14732,0
7685,7685,-1.95,31,-11,1868.7,13205,1868.70097929016,13867,0
7686,7686,-0.68,42,-11,1769.59,12524,1769.59445071463,10675,0
7687,7687,0.51,12,11,2117.64,13704,2117.6449584385,14396,0
7688,7688,0.77,3,-9,2374.46,16068,2374.46139366383,15792,0
7689,7689,-0.13,11,-9,2693.23,13662,2693.2265426436,15792,0
7690,7690,-0.63,52,36,2938.25,11529,2938.24724453202,14262,0
7691,7691,-0.27,49,-3,2457.24,10735,2457.24237917223,10488,0
7692,7692,0.57,59,-6,2263.05,9380,2263.05436302357,13231,0
7693,7693,0.25,20,11,2498.68,18329,2498.67946123547,10982,0
7694,7694,-0.97,30,-2,2156.92,13479,2156.91832251479,9776,0
7695,7695,-1.05,30,-2,2282.34,12014,2282.33913124233,12621.5,0
7696,7696,-0.34,42,-44,2213.77,11808,2213.76533083342,13114,0
7697,7697,1.18,18,13,1661.34,12915,1661.34394692971,14772,0
7698,7698,1.79,17,1,2213.72,13644,2213.71829056906,16753,0
7699,7699,-0.81,43,1,2563.1,9415,2563.09590924725,16753,0
7700,7700,-1.53,40.5,6,2478.93,10043,2478.93448279699,18516,0
7701,7701,0.03,11,2,1965.59,15252,1965.59359736442,18516,0
7702,7702,1.04,25,5,2555.19,11953,2555.18758411198,15449,0
7703,7703,-0.92,44,27,2922.9,9832,2922.90026514762,15449,0
7704,7704,0.67,76,40,2448.8,8777,2448.79835225361,18219,0
7705,7705,0.41,16,-7,1801.53,14476,1801.53191478808,18219,0
7706,7706,-0.87,9,-1,2048.21,17858,2048.21085828584,12849,0
7707,7707,-0.11,19,-4,2035.25,14785,2035.24866785364,20362,0
7708,7708,0.44,23,-35,2369.14,11335,2369.14183408254,20362,0
7709,7709,-0.16,12,-1,2491.56,12837,2491.5618274488,14597,0
7710,7710,0.59,9,9,2364.49,12599,2364.49485937272,14127,0
7711,7711,-0.44,11,7,2027.82,13674,2027.82429712241,17362,0
7712,7712,1.26,15,14,1969.64,13534,1969.63890853121,17362,0
7713,7713,-0.04,21,-12,2443.05,13236,2443.05174525633,14409,0
7714,7714,-0.09,43,7,2849.76,13558,2849.76426568936,14409,0
7715,7715,-1.51,30,7,2212.35,13822,2212.35384376008,18157,0
7716,7716,-1.08,71,29,2371.8,10460,2371.80395479896,18157,0
7717,7717,0.23,51,-13,2248.8,9319,2248.80269032212,12023,0
7718,7718,0.42,14,-4,1927.9,12401,1927.89665438788,14983,0
7719,7719,0.98,23,10,2017.75,15144,2017.750162929,14983,0
7720,7720,-1.44,90,43,2132.61,8096,2132.6129911449,16180,0
7721,7721,-0.03,26,-8,1923.64,12566,1923.63558919043,11274,0
7722,7722,1.6,21,-14,2209.16,14229,2209.1636743347,11274,0
7723,7723,-0.53,30,-6,2555.13,12427,2555.1253393914,13531,0
7724,7724,0.43,38,36,2313.91,10241,2313.91139199408,21790,0
7725,7725,1.19,33,-34,1907.95,8689,1907.94823829159,21790,0
7726,7726,-1.77,7,-22,1780.04,11211,1780.0399265185,15476,0
7727,7727,-0.6,14,-17,3060.73,11379,3060.72739720479,15476,0
7728,7728,1.41,95,-11,3448.66,10780,3448.6557584079,12808,0
7729,7729,1.74,41,3,2359.09,9620,2359.09371581546,18216,0
7730,7730,0.16,102,-106,2312.26,12431,2312.26256943281,14035,0
7731,7731,-0.9,37,-38,1695.1,14589,1695.09596483503,13514,0
7732,7732,1.24,23,-8,1967.45,12341,1967.4534327399,19125.5,0
7733,7733,2.08,49,-41,2417.65,11601,2417.64723233147,19125.5,0
7734,7734,0.86,32,4,2537.41,11346,2537.41217582008,18501,0
7735,7735,-0.3,32,4,2820.15,9458,2820.14650683258,18501,0
7736,7736,-0.45,23,19,2249.44,10511,2249.44402464253,13533,0
7737,7737,-1.11,15,19,1996.31,13016,1996.3128812889,17604.5,0
7738,7738,-1.17,22,-38,2479.87,11440,2479.8698191639,13895,0
7739,7739,0.85,23,4,3065,16726,3064.99603262386,13895,0
7740,7740,1.59,21,-2,2832.96,18312,2832.9638525756,12683,0
7741,7741,0.16,16,-15,2425.29,12776,2425.29096604923,20918,0
7742,7742,-1.1,12,-13,1788.34,15999,1788.3413796029,20918,0
7743,7743,-0.39,11,-4,1469.23,16046,1469.22991053136,16937.5,0
7744,7744,0.35,11,-40,1473.28,14983,1473.28325518211,16937.5,0
7745,7745,1.66,9,-2,2145.75,14547,2145.75481124941,12148,0
7746,7746,-0.14,22,28,2977.11,11129,2977.11462493469,13314,0
7747,7747,-0.16,12,-2,2341.73,12830,2341.7279645595,12856,0
7748,7748,-2.02,3,19,1931.85,12913,1931.85545007902,17915,0
7749,7749,-0.53,33,19,2600.14,9649,2600.13967124845,17915,0
7750,7750,0.06,29,-2,2540.97,11501,2540.96777035837,12490,0
7751,7751,-0.05,32,-18,2839.83,9745,2839.82539075909,16395,0
7752,7752,1.52,65,-18,2836.53,13209,2836.53522100467,17722,0
7753,7753,0.01,33,-17,2306.7,13892,2306.69705423144,17722,0
7754,7754,-0.42,28,-7,3043.67,13142,3043.66514255428,17337,0
7755,7755,-0.44,22,-45,3043.04,14066,3043.04340258236,17337,0
7756,7756,0.89,9,6,2848.61,20079,2848.60572210336,15275,0
7757,7757,0.84,43,-1,2896.63,11382,2896.62676573976,15275,0
7758,7758,0.36,29,4,2377.74,12407,2377.73527332207,16980,0
7759,7759,0.24,34,4,2652.64,10734,2652.63898599112,17245,0
7760,7760,-1.05,68.5,25,2931.84,8714,2931.84026167866,17245,0
7761,7761,-1.24,79,-22,3115.56,8503,3115.563422561,19046,0
7762,7762,-0.54,43,4,2660.18,9905,2660.18199941282,19046,0
7763,7763,-0.19,29,4,1898.79,10281,1898.79207129164,11729,0
7764,7764,-0.71,19,-25,1963.91,11679,1963.91262534768,11729,0
7765,7765,1.25,9,-13,1919.79,14844,1919.79302530247,13963,0
7766,7766,0.68,4,-3,1105.35,20383,1105.35335979043,14473,0
7767,7767,-0.42,6,-3,1416.93,18346,1416.92527678774,14473,0
7768,7768,-0.07,7,-11,2068.82,19717,2068.81808286761,12313,0
7769,7769,0.58,11,10,2897.03,18887,2897.02970644072,15992,0
7770,7770,0.53,11,-8,2522.15,18712,2522.15224163808,15992,0
7771,7771,0.64,13,5,2058.36,17904,2058.35792077083,11393,0
7772,7772,-1.14,17,7,2432.53,15426,2432.53220533665,11393,0
7773,7773,-2.34,22,7,2700.6,16222,2700.59676738309,16060,0
7774,7774,1.35,24,2,2702.47,10933,2702.47413863667,14422,0
7775,7775,0.25,32,-17,3433.89,7696,3433.89448148891,14422,0
7776,7776,-0.63,50,-7,3805.24,9438,3805.24203435209,18238,0
7777,7777,0.77,22,23,2798.87,12863,2798.87279989642,18238,0
7778,7778,-0.64,22,23,2269.78,10229,2269.77806844634,14274,0
7779,7779,-0.52,33,-21,2677.74,11884,2677.73609043162,12301,0
7780,7780,0.73,25,12,2758.57,14893,2758.57140201228,12301,0
7781,7781,-0.37,7,-1,2202.37,17738,2202.37045021949,24347.5,0
7782,7782,-1.28,10,-1,1457.09,17862,1457.09518906625,24347.5,0
7783,7783,0.57,36,46,1986.4,14414,1986.4039065608,9867,0
7784,7784,0.64,25,18,1955.46,15134,1955.45740173495,11005,0
7785,7785,1.59,33,-59,2327.36,12570,2327.36363080632,11005,0
7786,7786,0.14,23,-8,1897.77,11904,1897.76987804107,10238,0
7787,7787,-0.72,5,-8,845.85,18923,845.84932464358,8317,0
7788,7788,-1.21,5,-8,1735.35,16105,1735.35033062491,17417,0
7789,7789,0.46,36,-31,2438.35,10948,2438.35096530422,17417,0
7790,7790,0.76,36,17,2094.61,15388,2094.60704667964,13092,0
7791,7791,-0.06,12,12,1264.38,19033,1264.37970562644,13092,0
7792,7792,-0.22,10,4,2728.84,14500,2728.84155091497,14694,0
7793,7793,-0.04,14,7,2812.7,13232,2812.70050307529,15716,0
7794,7794,0.02,46,7,3000.12,12103,3000.11856599035,16176,0
7795,7795,0.3,99,43,2582.08,9742,2582.08326937766,16176,0
7796,7796,2.58,21,43,1993.41,12862,1993.41431217898,13378,0
7797,7797,0.48,15,3,1874.9,13474,1874.90004800256,11619,0
7798,7798,-0.28,50,24,2086.85,10791,2086.84651328266,11619,0
7799,7799,0.16,20,3,2076.7,13293,2076.69826647975,14243,0
7800,7800,-0.16,13,3,1995.32,13649,1995.31766393224,14765,0
7801,7801,0.31,38,-54,1644.86,9747,1644.85704546018,11700,0
7802,7802,0.35,24,7,1667.49,11154,1667.48651568761,11700,0
7803,7803,0.41,21,12,2227.18,9068,2227.17807101273,10713,0
7804,7804,-0.05,15,-12,2380.76,10550,2380.75707916621,13512,0
7805,7805,0.41,21,-6,2213.99,14571,2213.99171181827,13607.5,0
7806,7806,1.05,34,32,1841.12,12720,1841.12190796807,13607.5,0
7807,7807,-0.29,19,-1,2183.79,9527,2183.79094008561,11152,0
7808,7808,-0.5,21,-5,2384.68,8088,2384.68348633524,14256,0
7809,7809,-0.02,13,-34,1794.49,9732,1794.49193088183,19385,0
7810,7810,1.38,20,7,2380.56,13149,2380.56351732106,17731,0
7811,7811,-0.07,26,32,2176.85,13512,2176.84830890901,11378,0
7812,7812,-1.86,16,28,1957.71,13470,1957.70910760511,12583,0
7813,7813,-1.1,7,4,1690.82,17476,1690.82193917633,12583,0
7814,7814,-0.6,11,-17,1670.35,17518,1670.35366913717,11360,0
7815,7815,-0.66,10,1,1709.38,13499,1709.37591828129,11360,0
7816,7816,0.14,1,1,1079.65,18870,1079.65232366721,12939,0
7817,7817,0.28,8,11,1963.36,16154,1963.35995171543,13639,0
7818,7818,-0.23,99,70,2539.98,9789,2539.97516916997,13639,0
7819,7819,0.74,65,-7,2148.15,12242,2148.15267846585,10904,0
7820,7820,0.48,14,14,1508.53,14593,1508.53318160391,19159,0
7821,7821,-1.67,20,14,2283.8,10838,2283.80403274887,19159,0
7822,7822,-2.04,47,3,2310.38,9600,2310.38544836138,9742,0
7823,7823,-0.44,7,23,974.59,17650,974.592371199365,9030,0
7824,7824,0.31,0,23,1508.44,19365,1508.43511295647,14104,0
7825,7825,0.42,6,5,2031.7,13177,2031.70363488379,14104,0
7826,7826,-0.74,17,5,1986.05,11641,1986.04709662183,11635,0
7827,7827,-1.21,4,-19,1539.59,16002,1539.59279031827,11635,0
7828,7828,0.74,59,-10,2999.93,8815,2999.93309258723,13203,0
7829,7829,-1,33,-15,2185.64,12027,2185.64380904117,10930,0
7830,7830,-0.45,20,-34,2191.53,13595,2191.52864229514,16358,0
7831,7831,0.52,16,21,2287.87,12315,2287.86622205058,16358,0
7832,7832,-1,16,4,2224.04,15352,2224.04261649816,11462,0
7833,7833,-1.37,15,4,1823,17298,1823.00352989236,11905,0
7834,7834,0.36,12,4,1887.61,15121,1887.60816113938,17565,0
7835,7835,1.81,9,22,2347.7,15925,2347.70254078322,17565,0
7836,7836,0.67,24,3,2603.23,11379,2603.22656908691,15378,0
7837,7837,-0.66,15,-25,2250.88,15128,2250.87660479201,16578.5,0
7838,7838,1.69,15,26,2393.66,16261,2393.6610056564,16578.5,0
7839,7839,0.84,7,-11,2189.04,15643,2189.04308545995,15696,0
7840,7840,-0.82,6,-11,2832.36,15216,2832.3601271731,15696,0
7841,7841,-0.38,27,-26,2948.58,13216,2948.57773680804,14355.5,0
7842,7842,-0.49,56,-15,2151.88,11862,2151.87688309531,11172,0
7843,7843,-0.45,24,11,1819.89,12874,1819.88713386298,12093,0
7844,7844,0.08,13,11,1939.65,13118,1939.65066700166,17786,0
7845,7845,-0.14,9,-1,2061.92,14087,2061.92070895076,17786,0
7846,7846,0.89,13,19,2537.47,16176,2537.46934168671,12907,0
7847,7847,-1.32,14,-11,2445.78,19416,2445.78203853082,18364,0
7848,7848,-2.18,54,-33,2986.17,16879,2986.17057952154,18364,0
7849,7849,-1.14,93,-80,3113.44,15187,3113.44477548583,18045,0
7850,7850,1.16,66,-20,2762.3,14997,2762.29970857617,19181,0
7851,7851,-0.85,45,-9,2947.14,14578,2947.1351665643,19181,0
7852,7852,-0.49,19,6,2915.41,13852,2915.40739348723,19254,0
7853,7853,1.54,23,1,2599.23,12235,2599.23296185625,19254,0
7854,7854,1.31,42,-21,2478.15,15892,2478.1454033208,16821,0
7855,7855,-2.32,30,-24,2527.24,11796,2527.24500790881,15431.5,0
7856,7856,0.6,69,-34,3356.23,7437,3356.23000403727,14511,0
7857,7857,2.18,36,-7,3097.82,10779,3097.82468354812,15653.5,0
7858,7858,-1.35,27.5,7,2820.04,11322,2820.03749797764,22851,0
7859,7859,-1.5,35,9,2488.56,9054,2488.55556498142,22851,0
7860,7860,-0.49,11,-3,1769.91,14182,1769.90987341164,10141,0
7861,7861,-0.28,2,-12,1289.04,19419,1289.03591105911,8587,0
7862,7862,1.09,12,10,3067.26,13527,3067.263783896,14593,0
7863,7863,1.21,163,78,3719.16,5904,3719.16030307918,14678,0
7864,7864,-0.24,7,7,2297.38,17538,2297.38346385622,21225,0
7865,7865,0.66,91,106,2889.97,11631,2889.96888218541,21225,0
7866,7866,0.31,60,23,2221.34,12550,2221.33859418145,15367,0
7867,7867,0.95,31,23,1669.99,11995,1669.99203590915,15367,0
7868,7868,-0.94,31,-28,2852.81,10490,2852.81096289256,14397,0
7869,7869,-0.13,11,17,2697.69,13599,2697.687114919,14397,0
7870,7870,0.2,2,-7,1469.57,19690,1469.56782762825,9923,0
7871,7871,0.19,7,4,2356.7,16187,2356.703528236,16696,0
7872,7872,1.25,10,4,1985.9,14805,1985.89835590848,16696,0
7873,7873,-0.3,11,-2,1528.9,13254,1528.89710575957,13733,0
7874,7874,-0.63,9,-11,1350.71,11949,1350.7116901841,13733,0
7875,7875,-0.52,8,-11,1269.94,13892,1269.93660077974,13097,0
7876,7876,0.41,6,13,1590.15,14186,1590.14936405358,15591,0
7877,7877,-0.14,5,101,2179.52,13967,2179.52464542157,16623,0
7878,7878,-0.3,60,-14,3624.93,11116,3624.92803376839,24603,0
7879,7879,0.7,87,-38,3675.34,8101,3675.34196096091,24603,0
7880,7880,-0.06,41,-38,3220.42,10128,3220.42458691397,19379,0
7881,7881,-0.87,48,-24,3051.51,11847,3051.50866130182,19379,0
7882,7882,0.37,7,4,1664.53,20562,1664.5319131816,11487,0
7883,7883,-1.13,6,-2,1987.04,22644,1987.03859298203,11487,0
7884,7884,-0.15,6,-1,2224.48,17180,2224.48017747967,12776,0
7885,7885,1.24,25,15,2566.44,10125,2566.43896673971,12776,0
7886,7886,0.36,29,15,1887.47,9247,1887.4736316039,12173,0
7887,7887,0.03,10,15,1385.44,13998,1385.44226151796,13823,0
7888,7888,0.83,23,-3,2261.49,13109,2261.49468272645,13823,0
7889,7889,0.37,73,14,2541.72,10077,2541.71617416265,13027,0
7890,7890,-0.14,37,-31,2186.24,12558,2186.24163577588,15687.5,0
7891,7891,-0.64,57,-34,2871.03,7061,2871.02764354508,21446,0
7892,7892,0.26,51,29,2580.55,10570,2580.54811232033,15662,0
7893,7893,-0.04,39,13,2402.94,15150,2402.93862593284,17032,0
7894,7894,-1.33,24,7,1938,16389,1937.99657894435,17032,0
7895,7895,-0.12,6,26,1057.86,15208,1057.86128580263,13212,0
7896,7896,0.3,-2,13,1530.75,13515,1530.75305323883,14003,0
7897,7897,-0.34,34,13,2415.5,10810,2415.50087766492,17180,0
7898,7898,0.41,53,-23,2232.65,9193,2232.64805556093,17180,0
7899,7899,0.29,29,0,2679.98,12696,2679.97668646576,16212,0
7900,7900,0.19,14,-5,2300.37,10848,2300.36797273827,18136.5,0
7901,7901,-0.23,42,-17,2477.04,10142,2477.03947889411,18136.5,0
7902,7902,-0.33,26,17,1970.54,14885,1970.54379042943,20698,0
7903,7903,0.32,27,6,2291.61,13655,2291.61321998281,20698,0
7904,7904,1,53,-17,2784.04,10046,2784.04458477231,17635,0
7905,7905,0.26,40,4,2496.05,10205,2496.04590102025,12063,0
7906,7906,0.51,38,43,2204.95,12382,2204.95228746565,16925,0
7907,7907,1.33,57,-3,2298.57,11305,2298.56686872495,17194,0
7908,7908,-0.61,52,8,2216.78,10417,2216.78121383234,17194,0
7909,7909,-1.06,6,10,1007.32,18511,1007.32177083591,10081,0
7910,7910,-0.82,5,10,2250.02,19603,2250.02035990788,13859,0
7911,7911,0.87,19,10,2735.27,12334,2735.26769073888,13859,0
7912,7912,1.99,18,-16,2027.72,12337,2027.71842473259,11148,0
7913,7913,1.97,18,1,1959.08,14110,1959.08224686969,10412,0
7914,7914,-0.58,14,-22,1741.15,18198,1741.15221333461,14802,0
7915,7915,-0.12,12,-16,1538.53,20400,1538.5313353975,14802,0
7916,7916,0.7,15,16,1506.85,18458,1506.8482538066,8956,0
7917,7917,1.36,17,20,1291.93,15964,1291.92851195413,8123,0
7918,7918,-1.6,2,-4,1286.37,19817,1286.37381814152,9847,0
7919,7919,-0.94,4,-9,1384.99,18940,1384.99316965825,9847,0
7920,7920,0.17,4,13,1842.26,16243,1842.25521304731,9022,0
7921,7921,0.38,15,0,2213.62,12465,2213.61825299666,9022,0
7922,7922,0.08,11,15,1533.4,15685,1533.40411177224,8260,0
7923,7923,-1.47,21,-9,1526.24,11779,1526.24229072582,7422,0
7924,7924,0.81,36,28,1743.01,10724,1743.01115314848,8951,0
7925,7925,1.31,11,22,1352.3,14946,1352.30132367014,8951,0
7926,7926,0.1,3,22,1025.83,16267,1025.83321743839,13977,0
7927,7927,-1.33,14,113,2552.91,16965,2552.91282655715,17648,0
7928,7928,-0.66,25,12,3244.98,16576,3244.97933275391,17648,0
7929,7929,0.64,43,14,2708.62,14538,2708.61800555191,14567,0
7930,7930,0.31,11,-3,1742.6,17923,1742.59799150579,12462.5,0
7931,7931,-0.49,11,-3,1097.34,18086,1097.34318241834,8303,0
7932,7932,1.87,15,-14,1335.59,16289,1335.58651535571,10337,0
7933,7933,1.1,3,-3,1110.37,15621,1110.36752023823,15972,0
7934,7934,-0.3,-2,-102,875.12,13968,875.12027173412,15972,0
7935,7935,-0.52,16,3,1765.89,12198,1765.88809384966,12176,0
7936,7936,0.01,17,12,1735.25,18377,1735.25383157623,15259,0
7937,7937,0.07,26,-20,1620.39,14433,1620.38703401379,15259,0
7938,7938,0.27,20,-12,1309.08,12921,1309.07845448621,15732,0
7939,7939,0.72,7,32,988.93,15128,988.926913376312,16125,0
7940,7940,-1.12,-3,36,839.78,14479,839.777905163026,16125,0
7941,7941,-0.56,15,2,1573.32,13254,1573.31829901009,13201,0
7942,7942,1.88,39,-3,2090.3,11896,2090.29772759767,19870,0
7943,7943,0,58,-5,2538.29,9919,2538.28871683266,19870,0
7944,7944,0.22,73,13,2941.1,10828,2941.09934208282,13418,0
7945,7945,0.18,135,-72,3265.94,9210,3265.93767852358,22590,0
7946,7946,-1.14,41,4,2968.73,10925,2968.72676243537,16004,0
7947,7947,-0.63,33,4,2404.3,12085,2404.30239986571,13495,0
7948,7948,1.66,46,-27,2137.74,13957,2137.74113259768,11465,0
7949,7949,-0.8,27,-3,1897.84,13148,1897.84034628838,11553,0
7950,7950,-1.92,20,-3,2146.78,11660,2146.77822329182,12588,0
7951,7951,-0.01,20,26,2070.17,12567,2070.17290099161,12588,0
7952,7952,-0.29,17,-41,2452.2,12943,2452.20256708128,12598,0
7953,7953,0.69,18,-5,3275.35,14162,3275.35337482843,16144,0
7954,7954,0.64,14,-24,2871.63,12310,2871.6256197492,16014,0
7955,7955,0.42,17,-7,3169.1,8949,3169.09652424788,19610,0
7956,7956,0,28,54,3271.46,10681,3271.45616354552,19610,0
7957,7957,-0.1,49,28,2947.95,11070,2947.94895817414,15710,0
7958,7958,-0.52,13,11,2648.31,14316,2648.31219458734,15710,0
7959,7959,-0.18,13,-6,2339.42,14547,2339.41529446997,14952,0
7960,7960,-1.05,78,-23,2668.65,11550,2668.64591131907,14952,0
7961,7961,-0.89,54,44,2262.08,9728,2262.08265764096,13113,0
7962,7962,0.83,55,71,3143.03,6570,3143.03355375026,18502,0
7963,7963,-0.65,8,-10,1901.73,15716,1901.73151890586,17726,0
7964,7964,0.61,26,12,2248.83,10860,2248.83055386572,17726,0
7965,7965,1.27,35,16,1726.89,9933,1726.89134863778,12985,0
7966,7966,-0.72,39,16,1944.94,10647,1944.93593724832,12655,0
7967,7967,-0.65,23,-12,1871.88,11428,1871.88045291359,12518,0
7968,7968,0.75,8,10,1556.72,14976,1556.72371344436,10050,0
7969,7969,-0.04,9,10,1783.02,15486,1783.01965777161,12560,0
7970,7970,-0.75,26,-9,1772.85,12106,1772.84896141775,16841,0
7971,7971,0.22,10,12,1242.37,17306,1242.37312833142,16841,0
7972,7972,-1.59,4,5,1707.94,15289,1707.93990526599,18719,0
7973,7973,-1.59,12,-15,1727.38,14647,1727.37937350195,18719,0
7974,7974,-0.36,13,6,1460.29,20166,1460.28710190839,9767,0
7975,7975,0.69,18,6,1402.92,18470,1402.91986228722,9767,0
7976,7976,-0.42,9,-12,1012.04,19431,1012.04310184893,7446,0
7977,7977,-0.45,5,-35,1955.26,18971,1955.2649436841,13539,0
7978,7978,-0.7,41,41,2355.16,18842,2355.16178000578,13539,0
7979,7979,-0.31,24,41,1834,22363,1833.9999263904,13152,0
7980,7980,0.3,19,2,1860.73,17652,1860.7320118706,18102,0
7981,7981,-0.05,5,0,1584.33,22099,1584.32633317761,15475,0
7982,7982,-0.89,5,9,2512.94,18042,2512.94191934473,15475,0
7983,7983,0.98,4,18,2277.51,16629,2277.5106015121,11634,0
7984,7984,-0.02,12,18,1954.54,15533,1954.54199750223,11626,0
7985,7985,-0.17,27,18,2127.86,13275,2127.85559425446,15848,0
7986,7986,0.23,5,18,1443.77,18498,1443.77034531119,15848,0
7987,7987,0.37,3,-1,935.18,20192,935.176026211108,15783,0
7988,7988,0.37,21,-6,1801.12,11566,1801.12364928119,15783,0
7989,7989,-1.34,42,46,2577.69,9545,2577.69110445763,13216,0
7990,7990,-0.36,23,4,1730.23,14762,1730.22727986817,12662,0
7991,7991,-1.33,13,14,1813.1,16687,1813.10514863314,20283.5,0
7992,7992,0.8,6,-8,1765.16,17782,1765.15612907187,20283.5,0
7993,7993,-0.81,16,-36,1878.55,14151,1878.55117045025,14551,0
7994,7994,-0.36,15,-11,1962.71,14430,1962.71458444676,11034,0
7995,7995,1.24,17,23,1872.95,14089,1872.95262086365,11034,0
7996,7996,-0.09,31,10,2392.68,9992,2392.67596845039,11065,0
7997,7997,-0.83,15,10,2279.96,14971,2279.95679564329,11065,0
7998,7998,-0.36,0,-6,964.77,23549,964.772589784764,8461,0
7999,7999,-0.67,13,19,1789.26,16096,1789.2639464316,12594,0
8000,8000,-0.28,19,2,1781.65,14002,1781.65387772148,12594,0
8001,8001,1.79,21,6,1462.09,13774,1462.0882394712,10082,0
8002,8002,1.85,13,21,1264.64,15292,1264.64007923203,10082,0
8003,8003,2.04,2,22,577.61,20756,577.617780197251,5663,0
8004,8004,0.26,0,-6,81.67,24522,81.6687210625953,1703,0
8005,8005,-1.71,4,-11,1463.32,20318,1463.31726566729,14917,0
8006,8006,-1.28,5,-2,1463.69,20201,1463.69552161643,14917,0
8007,8007,0.25,10,9,1961.48,16279,1961.47731060035,12310,0
8008,8008,-0.19,11,-4,1485.08,14104,1485.07613272855,9072,0
8009,8009,0.59,20.5,5,1498.19,12125,1498.19003133781,8136,0
8010,8010,1.15,15,15,2020.16,13655,2020.16241178772,9938,0
8011,8011,-1.36,21,15,2308.44,12167,2308.43632574087,10807,0
8012,8012,-1.45,17,13,1793.99,11709,1793.99270901528,10807,0
8013,8013,0.82,16,8,2171.42,10966,2171.41910970683,14492,0
8014,8014,-0.22,4,1,1879.8,16979,1879.79760346693,14492,0
8015,8015,0.11,0,1,77.64,24758,77.6439308639124,1141,0
8016,8016,-0.34,1,13,1538.32,21064,1538.31697643886,12361,0
8017,8017,-0.21,-2,4,796.66,13379,796.6558793,8055,0
8018,8018,-0.47,3,9,1104.2,15338,1104.203872,10065,0
8019,8019,-0.28,5,9,1026.78,19891,1026.777357,10065,0
8020,8020,-0.13,0,-2,1133.45,22930,1133.44857,10923,0
8021,8021,-0.02,0,12,1261.75,22555,1261.747693,10923,0
8022,8022,0.06,1,-18,801.39,28305,801.3871224,9582,0
8023,8023,0.49,0,-18,1521.95,29074,1521.946803,17408,0
8024,8024,0.39,-1,-3,1975.18,20307,1975.184708,17408,0
8025,8025,0.19,-1,-17,1850.79,19715,1850.785077,23842,0
8026,8026,0.21,0,0,1323.94,19179,1323.936264,13831,0
8027,8027,-0.23,3,-28,1556.83,14755,1556.83255,13089,0
8028,8028,-0.52,5,10,1504.77,16726,1504.767155,13089,0
8029,8029,-0.25,1,2,1133.47,16545,1133.467234,9212,0
8030,8030,-0.32,1,-1,1218.02,22380,1218.01876,11454,0
