,Unnamed: 0,Mean,Median,Mode,Standard Deviation,Zero Crossing Rate,RootMean Square,Amplitude envelope,Human/Robo
18106,18106,-0.11,-21,40,2365.17,9030,2365.168089,18586,0
18107,18107,-0.28,-26,20,3487.89,10333,3487.890443,24178,0
18108,18108,-0.12,-38,-1,3815.76,9961,3815.76316,24178,0
18109,18109,0.9,-41.5,29,3133.87,8383,3133.873798,21055,0
18110,18110,0.36,-16,-15,3681.6,9171,3681.600751,23377,0
18111,18111,-0.37,-4,11,4179.43,10022,4179.425848,25338,0
18112,18112,-0.18,-33,-4,3971.97,8727,3971.966386,24877,0
18113,18113,1.11,-94,-4,4412.52,5472,4412.524406,26018,0
18114,18114,0.33,-46,-23,4450.87,7149,4450.871272,26018,0
18115,18115,-0.18,-38,47,4074.42,8119,4074.416406,27939,0
18116,18116,0.49,-66,67,3606.21,6962,3606.20997,27939,0
18117,18117,-0.67,-59,-7,3861.71,6585,3861.708178,26364,0
18118,18118,-0.29,-60,16,4234.84,7698,4234.83966,26524,0
18119,18119,1.23,-46,5,3448.54,7566,3448.540081,26524,0
18120,18120,0.49,-16,-8,2805.14,7633,2805.142891,21763,0
18121,18121,0.84,-40,-24,4645.51,10460,4645.51353,28781,0
18122,18122,-0.12,-31,-16,4115.16,8785,4115.163654,27553,0
18123,18123,-0.03,-83,-17,3895.91,6402,3895.90541,27553,0
18124,18124,0.02,-46,-4,3816.92,7390,3816.924004,23797,0
18125,18125,-0.36,-28,-4,3825.78,8464,3825.7802,21514,0
18126,18126,-0.15,-53.5,-73,3933.39,8409,3933.393497,23665,0
18127,18127,0.31,-39,-9,3597.32,7777,3597.318667,23665,0
18128,18128,0.18,-23,7,3449.11,8014,3449.111622,28783,0
18129,18129,1.27,-31,8,4115.83,7822,4115.82603,28783,0
18130,18130,-1.73,-32,25,4055.04,7713,4055.036937,26681,0
18131,18131,-0.87,-90,147,4561.48,7129,4561.476314,26681,0
18132,18132,-0.04,-31,-5,3667.49,7597,3667.486589,25937,0
18133,18133,0.43,-20,11,3313.65,9512,3313.652817,24859,0
18134,18134,0.3,-12,10,3919.78,9710,3919.781285,25521,0
18135,18135,0.11,-17,10,4338.68,10247,4338.684994,25521,0
18136,18136,1.02,-95,10,4638.93,8033,4638.932138,24520,0
18137,18137,-0.23,-60,35,4439.22,6952,4439.220641,22969,0
18138,18138,-1.16,-27,6,3909.59,7726,3909.58679,23473,0
18139,18139,0.4,-18,13,3925.66,9605,3925.655148,26252,0
18140,18140,-0.75,-63,-11,3459.55,8629,3459.553707,23201,0
18141,18141,-0.28,-60,-62,3932.69,9514,3932.694815,24712,0
18142,18142,-0.83,-47,-6,4533.34,8766,4533.343717,24712,0
18143,18143,-0.35,-35,-2,5210.14,9685,5210.136652,27449,0
18144,18144,0.92,-98,25,5876.87,6991,5876.873479,27531,0
18145,18145,0.32,-23,-10,4635.67,6476,4635.671156,27531,0
18146,18146,-0.36,-13,2,3108.97,8540,3108.966185,22816,0
18147,18147,-0.67,-36,0,3537.09,7064,3537.094553,22816,0
18148,18148,-0.05,-43,-5,3172.85,8619,3172.847664,22933,0
18149,18149,0.06,-47,-71,2974.81,9629,2974.806789,20387,0
18150,18150,0.32,-31,5,3942.17,9233,3942.172569,28310,0
18151,18151,0.29,-21,-4,4947.63,9805,4947.630009,28310,0
18152,18152,1.12,-39,-2,5267.28,9830,5267.279133,29028,0
18153,18153,0.5,-47,-3,4316.4,8412,4316.404891,29028,0
18154,18154,-0.25,-46,52,4471.05,7504,4471.048754,25451,0
18155,18155,0.54,-50,27,4922.79,5106,4922.792158,25451,0
18156,18156,0.27,-60,2,4215.41,5049,4215.406209,23596,0
18157,18157,0.2,-23,-13,3626.9,9329,3626.900312,25112,0
18158,18158,0.38,-31,-35,3122.94,7841,3122.94193,25112,0
18159,18159,-0.09,-17,2,2969.53,9025,2969.534989,21472,0
18160,18160,-0.51,-23,12,4756.84,8039,4756.839677,25956,0
18161,18161,1.97,-39,13,5315.88,9923,5315.880187,28115,0
18162,18162,3.94,-4,18,4352.51,11836,4352.510111,28115,0
18163,18163,0.04,-10,1,4307.33,10473,4307.328715,25348,0
18164,18164,-2.99,-80,65,5101.2,7915,5101.205816,24692,0
18165,18165,-0.55,-167,91,4938.35,4291,4938.354458,24692,0
18166,18166,0.55,-11,-6,2950.8,8832,2950.801633,20174,0
18167,18167,-0.22,-18,6,3121.58,8210,3121.577194,18895,0
18168,18168,-0.42,-24,-15,3455.81,7977,3455.805107,18895,0
18169,18169,-0.03,-18,-1,3806.78,7998,3806.781055,28283,0
18170,18170,-0.73,-52,-41,4675.16,7470,4675.15711,28283,0
18171,18171,-0.43,-38,8,4503.54,7312,4503.53666,27560,0
18172,18172,0.97,-9,32,4134.2,7538,4134.198516,26191,0
18173,18173,0.53,-21,-27,3944.55,7753,3944.550083,25735,0
18174,18174,-0.42,-55,-72,4431.44,6746,4431.43556,25735,0
18175,18175,0.09,-74,-69,4487.21,7071,4487.214797,25674,0
18176,18176,0.78,-62,13,3813.78,6166,3813.778259,24738,0
18177,18177,-0.37,-34,-52,4134.95,7208,4134.948639,27403,0
18178,18178,-1.35,-35.5,-52,4439.82,8199,4439.81726,27403,0
18179,18179,-0.66,-110,53,4112.14,6900,4112.144456,26686,0
18180,18180,1.82,-73,-28,4491.35,6660,4491.348837,24145,0
18181,18181,-0.3,-32,-52,4818.34,7618,4818.340301,24145,0
18182,18182,-1.67,-60,41,4255.78,8776,4255.775534,23002,0
18183,18183,0.34,-18,-11,4656.65,8698,4656.653468,25351,0
18184,18184,1.07,-63,-60,5482.97,7635,5482.96593,28571,0
18185,18185,0.79,-59,-60,5189.09,6074,5189.094342,26483,0
18186,18186,-0.34,-48,12,3953.4,7515,3953.397589,23137,0
18187,18187,-1.17,-46,-55,3232.12,6325,3232.123735,21042,0
18188,18188,-1.01,-40,-33,3636.91,5910,3636.906745,23377,0
18189,18189,0.6,-42,36,3509.25,6510,3509.253623,23377,0
18190,18190,1.18,-12,6,2687.34,9387,2687.341679,19144,0
18191,18191,0.87,-15,6,3676.32,9528,3676.324034,24637,0
18192,18192,0.42,-75,9,4097.73,6509,4097.725093,26212,0
18193,18193,0.49,-26,1,3005.34,7393,3005.335795,25580,0
18194,18194,0.6,-26,-1,3163.23,10242,3163.230447,25580,0
18195,18195,1.01,-11,0,3450.67,11485,3450.673456,25435,0
18196,18196,-0.56,-16,16,3418.42,8713,3418.424251,25435,0
18197,18197,-0.37,-32,-14,3001.98,9445,3001.983193,22876,0
18198,18198,0.24,-18,-18,2943.2,10176,2943.195576,26153,0
18199,18199,-0.86,-33,10,3199.09,8455,3199.089205,26153,0
18200,18200,-1.13,-33,-2,3329.66,9546,3329.656961,23608,0
18201,18201,0.19,-28,12,3029.54,8198,3029.544339,23608,0
18202,18202,-1.73,-217,82,5970.78,5650,5970.777096,26374,0
18203,18203,-1.65,-37,-18,4768.39,7940,4768.390471,25816,0
18204,18204,0.72,-17,-23,4204.91,8169,4204.909232,25816,0
18205,18205,-0.96,-36,-17,4416.69,6427,4416.686266,27754,0
18206,18206,-0.73,-61,30,4023.46,6420,4023.464848,27754,0
18207,18207,0,-33,-4,3674.99,5759,3674.987873,27853,0
18208,18208,-0.43,-66,20,3728.98,4438,3728.982877,27853,0
18209,18209,-0.19,-26,8,3143.94,6777,3143.944748,21346,0
18210,18210,-0.19,-19,8,3496.09,7368,3496.091563,26063,0
18211,18211,-0.55,-24,19,3986,6219,3985.996809,25455,0
18212,18212,0.08,-43,19,4104.11,5684,4104.111839,24469,0
18213,18213,0.13,-95,17,4644.39,5080,4644.392606,24453,0
18214,18214,0.43,-37,70,3288.35,7836,3288.350999,19824,0
18215,18215,0.84,-24,22,3245.25,8303,3245.246735,27166,0
18216,18216,-0.43,-34,26,4555.44,6314,4555.441613,27166,0
18217,18217,-0.98,-38,26,4619.87,6348,4619.867804,25967,0
18218,18218,-1.12,-42,10,4134.02,7597,4134.018774,25967,0
18219,18219,-0.59,-29.5,4,3847.69,7287,3847.68525,25425,0
18220,18220,-0.15,-13,-5,2753.66,9128,2753.65942,24010,0
18221,18221,-1.11,-14,-5,2958.98,12232,2958.981484,28442,0
18222,18222,-0.47,-32,-1,3738.54,11131,3738.542732,28442,0
18223,18223,0,-43,-5,4242.13,8503,4242.127972,25614,0
18224,18224,0.02,-63,-32,3897.7,7470,3897.702658,25579,0
18225,18225,0.12,-8,-2,2132.27,10821,2132.268979,24311,0
18226,18226,0.05,-6,0,3874.11,10142,3874.111861,27857,0
18227,18227,0.91,-32,-41,4878.65,7683,4878.646377,28455,0
18228,18228,-0.71,-41,-3,4869.83,7514,4869.8339,28455,0
18229,18229,0.58,-21,-41,4359.2,8181,4359.196456,26049,0
18230,18230,-0.43,-23,-10,3880.46,10749,3880.460764,26151,0
18231,18231,-0.38,-36,8,3746.14,11731,3746.140068,28347,0
18232,18232,0.24,-18,28,3737.8,10628,3737.796301,28347,0
18233,18233,1.08,-15,-24,3621.2,9942,3621.202726,26798,0
18234,18234,2.81,-20,38,3702.72,7619,3702.720673,27266,0
18235,18235,0.75,-69,-4,5020.47,4193,5020.47473,27266,0
18236,18236,-1.68,-115,41,5480.1,5165,5480.101041,26906,0
18237,18237,-0.67,-68,-95,5393.5,6873,5393.499187,26906,0
18238,18238,-0.16,-45,-17,4834.13,7228,4834.130666,28026,0
18239,18239,-0.85,-24,28,4183.42,9109,4183.418228,28026,0
18240,18240,-0.97,-35.5,-26,3511.37,7132,3511.372042,24551,0
18241,18241,-0.15,-39,4,3994.35,5679,3994.34762,24313,0
18242,18242,1,-22,4,3689.5,8355,3689.498782,21747,0
18243,18243,-0.93,-21,4,3001.61,10246,3001.60988,25102,0
18244,18244,-1.62,-15,4,3478.37,10809,3478.373897,25102,0
18245,18245,-0.06,-17,4,4522.41,10172,4522.411996,27742,0
18246,18246,0.13,-48,25,4539.14,7402,4539.143101,27742,0
18247,18247,-0.59,-36,-24,4210.14,9535,4210.14245,27676,0
18248,18248,-0.09,-18,28,4355.22,11603,4355.220748,27676,0
18249,18249,-0.04,-31,4,5021.67,9719,5021.667574,27063,0
18250,18250,-1.82,-61,49,5475.74,8223,5475.736405,27063,0
18251,18251,0.2,-45,-9,4894.58,7443,4894.577686,26533,0
18252,18252,1.72,-22,-20,4226.17,6651,4226.16872,26052,0
18253,18253,-0.34,-21,3,4006.6,8279,4006.60472,27840,0
18254,18254,0.18,-65,-2,4140.82,8568,4140.820884,27840,0
18255,18255,1.08,-118,25,4610.13,8760,4610.13218,25883,0
18256,18256,-0.14,-19,19,4670.09,7484,4670.090857,26076,0
18257,18257,0.52,-17,0,4660.72,8195,4660.723729,23637,0
18258,18258,0.05,-34,6,4423.66,7887,4423.66055,23143,0
18259,18259,-0.14,-22,6,3574.97,8594,3574.965765,21772,0
18260,18260,-0.45,-15,10,3700.4,8878,3700.404059,26455,0
18261,18261,-0.64,-19,10,4606.43,6739,4606.428606,26455,0
18262,18262,-0.1,-42,8,4972.59,6475,4972.589592,25613,0
18263,18263,-0.75,-67,-79,4562.66,7310,4562.659364,24858,0
18264,18264,0.68,-31,23,3591.51,7899,3591.509637,24858,0
18265,18265,-0.37,-10,-3,3415.54,8768,3415.541222,23908,0
18266,18266,0.31,-16,-3,4233.44,7742,4233.442286,23908,0
18267,18267,0.53,-48,38,3815.79,5107,3815.786823,25636,0
18268,18268,0.34,-41,-13,4303.55,5531,4303.545819,25636,0
18269,18269,-0.35,-42,-32,4016.3,7277,4016.302659,24945,0
18270,18270,0.8,-15,12,2568.14,12129,2568.142292,16856,0
18271,18271,-1.2,-16,12,3298.6,10116,3298.604552,26305,0
18272,18272,-2.11,-39,31,3565.04,7643,3565.042224,26305,0
18273,18273,0.28,-10,9,3426.59,12206,3426.590814,24412,0
18274,18274,-0.35,-30,17,4639.5,8098,4639.499,25962,0
18275,18275,-0.39,-42,18,3949.89,9445,3949.887945,26195,0
18276,18276,0.06,-88,25,4012.07,6893,4012.074182,26195,0
18277,18277,-0.09,-54,3,3898.14,7488,3898.144855,23846,0
18278,18278,-0.81,-36,-3,3726.07,7693,3726.067832,25161,0
18279,18279,1.67,-57,-29,4586.31,8982,4586.313657,27524,0
18280,18280,3.1,-62,-9,4513.17,8675,4513.16913,29239,0
18281,18281,-0.14,-69,-38,4268.16,6877,4268.158977,29239,0
18282,18282,-1.2,-54,-48,4440.54,6811,4440.536142,27022,0
18283,18283,-0.26,-62,47,3449.97,5830,3449.969881,25597,0
18284,18284,-0.5,-48,47,4352.29,5680,4352.294085,26973,0
18285,18285,-1.53,-69,5,5275.92,5676,5275.921666,26973,0
18286,18286,-0.57,-41,5,5263.92,6490,5263.92395,27071,0
18287,18287,1.75,-23,9,5055.96,5896,5055.958347,27071,0
18288,18288,0.6,-41,-33,5336.84,4689,5336.841786,26744,0
18289,18289,-0.4,-51,-15,4887.46,8431,4887.458264,27314,0
18290,18290,0.48,-14,-1,3323.68,11126,3323.682094,27314,0
18291,18291,-0.24,-18,-1,3871.96,7485,3871.964704,24743,0
18292,18292,-0.52,-150,-44,4760.98,6178,4760.981629,23726,0
18293,18293,1.32,-87.5,0,4771.04,7539,4771.039274,23726,0
18294,18294,-0.02,-38,-106,4352.92,8853,4352.916785,23983,0
18295,18295,-1.65,-52,38,4408.54,6216,4408.536648,26773,0
18296,18296,-0.38,-40,-41,3756.3,7307,3756.29805,26773,0
18297,18297,0.06,-33,-41,3925.68,7925,3925.679386,22634,0
18298,18298,0.43,-26,-5,3758.17,8824,3758.166324,20286,0
18299,18299,0,-11,-5,3141.46,10469,3141.455656,21691,0
18300,18300,1.72,-12,-5,3520.31,8558,3520.314808,21691,0
18301,18301,-0.78,-27,5,3869.47,7523,3869.470935,23553,0
18302,18302,-1.23,-22,-2,5000.79,8457,5000.788476,27154,0
18303,18303,-1,-19,-9,5683.06,10527,5683.061271,27154,0
18304,18304,-0.53,-64,-17,4384.68,10257,4384.67661,25711,0
18305,18305,-1.05,-38,15,5025.35,8211,5025.350749,27228,0
18306,18306,-0.8,-40,-2,5828.08,6759,5828.077364,27228,0
18307,18307,-0.36,-24,-2,4724.92,8257,4724.920159,24887,0
18308,18308,0.26,-13,-9,3960.77,11110,3960.767832,28241,0
18309,18309,1.56,-27,26,4759.84,9370,4759.837119,28241,0
18310,18310,-0.66,-91,34,5330.66,7341,5330.659808,27850,0
18311,18311,-3,-127,135,5381.11,5029,5381.111039,26642,0
18312,18312,-0.14,-24,-24,4612.56,5001,4612.559466,24219,0
18313,18313,0.88,-22,31,3806.57,7588,3806.573895,24219,0
18314,18314,0.38,-24,17,3276.34,6864,3276.336532,25242,0
18315,18315,0.72,-19,35,2923.98,6543,2923.979292,25242,0
18316,18316,0.15,-11,12,3469.16,11183,3469.162929,27013,0
18317,18317,0.16,-12,-4,5205.3,10867,5205.295198,27013,0
18318,18318,-0.19,-63,-24,5115.49,7106,5115.489229,26750,0
18319,18319,0.24,-48,1,3500.57,7197,3500.565696,21820,0
18320,18320,-0.81,-15,-4,2771.89,11029,2771.886513,19667,0
18321,18321,-0.36,-9,13,2053.32,9674,2053.319237,19667,0
18322,18322,-1.13,-21,1,4168.74,7894,4168.743981,23661,0
18323,18323,-0.07,-57,-40,4861.01,10682,4861.009094,25646,0
18324,18324,0.14,-40,101,3822.46,10582,3822.460118,25646,0
18325,18325,-1.83,-40,0,3912.84,8987,3912.838474,27803,0
18326,18326,-1.32,-47,-9,4104.41,8332,4104.409184,27803,0
18327,18327,0.51,-45,-15,4345.65,8559,4345.650026,25331,0
18328,18328,0.16,-42,-15,4645.69,7471,4645.687217,27243,0
18329,18329,-0.94,-47,-32,3806.11,9340,3806.107544,23764,0
18330,18330,0.39,-6,20,3081.05,11709,3081.0464,17835,0
18331,18331,0.88,-5,-15,3440.5,10426,3440.495647,25985,0
18332,18332,-1.01,-29,-8,3790.66,7143,3790.663718,25985,0
18333,18333,0.46,-62,14,4876.73,5753,4876.730423,25080,0
18334,18334,0.68,-39,101,5474.54,7301,5474.53877,25080,0
18335,18335,1,-47,21,4962.75,7576,4962.751991,25206,0
18336,18336,0.43,-96,24,4771.29,5483,4771.294111,25206,0
18337,18337,-0.82,-33,-17,3090.28,8147,3090.284155,23730,0
18338,18338,-0.81,-20,9,3933.33,9541,3933.333385,25743,0
18339,18339,0.67,-21,-25,5340.8,7695,5340.79731,26592,0
18340,18340,0.7,-36,-25,4842.56,7527,4842.559767,26592,0
18341,18341,-0.33,-49,-69,4339.88,8863,4339.883004,26228,0
18342,18342,-1.82,-66,50,4735.89,6561,4735.890637,28113,0
18343,18343,0.2,-54,30,4572.2,4997,4572.198209,28113,0
18344,18344,1.41,-35,43,3399.09,8237,3399.087433,24698,0
18345,18345,-0.44,-12,14,2040.32,11785,2040.319504,14692,0
18346,18346,-0.04,-6,8,2324.11,13415,2324.111985,19899,0
18347,18347,0.18,-3,0,3354.05,12280,3354.050852,23767,0
18348,18348,-0.71,-8,10,4678.1,9440,4678.104117,23767,0
18349,18349,0.54,-61,76,5350.72,6778,5350.72407,25658,0
18350,18350,0.86,-41,-37,4450.1,7791,4450.097928,25658,0
18351,18351,0.18,-34,5,4312.34,6255,4312.335677,27042,0
18352,18352,-0.23,-58,37,4681.27,4618,4681.269441,27042,0
18353,18353,-0.17,-51,-22,3714.66,6712,3714.660283,23079,0
18354,18354,-0.79,-36,-10,3862.18,7604,3862.17817,25706,0
18355,18355,0.92,-67,-43,3871.36,7690,3871.360287,26926,0
18356,18356,0.63,-45,-15,3772.63,7560,3772.631673,21414,0
18357,18357,-0.65,-56,-14,4110.8,6388,4110.797278,21414,0
18358,18358,-0.41,-51,21,3117.1,6543,3117.096303,24792,0
18359,18359,0.25,-36,21,3413.61,6556,3413.614836,24792,0
18360,18360,-0.32,-38,18,4068.31,7816,4068.313878,22851,0
18361,18361,-0.38,-20,16,3357.88,9983,3357.881085,19099,0
18362,18362,0.04,-9,-2,3158.3,9812,3158.300632,22040,0
18363,18363,-0.5,-11,9,4442.35,7820,4442.347521,24916,0
18364,18364,1.18,-14,53,4243.36,8551,4243.36316,24469,0
18365,18365,-0.13,-31,53,4625.64,9349,4625.643234,26828,0
18366,18366,-0.45,-45,53,5044.23,8766,5044.22969,26828,0
18367,18367,-0.13,-31,-19,5133.16,9127,5133.157616,27316,0
18368,18368,1.19,-24,-3,4752.03,8725,4752.033607,27316,0
18369,18369,1.24,-38,31,4162.5,8116,4162.504265,25574,0
18370,18370,0.18,-61,26,3381.35,9046,3381.347811,23981,0
18371,18371,0.33,-43,-3,4056.73,8369,4056.733839,24502,0
18372,18372,1.1,-15,24,4964.24,7851,4964.2418,24502,0
18373,18373,-1.97,-86,64,4614.9,5113,4614.896685,26825,0
18374,18374,-0.22,-67,-132,4407.67,5779,4407.674489,26825,0
18375,18375,1.14,-19,21,4810.16,7295,4810.159083,27745,0
18376,18376,0.86,-31,46,4332.36,8692,4332.356553,27745,0
18377,18377,0.1,-42,-55,3618.23,8597,3618.228234,23719,0
18378,18378,-0.06,-41,26,3539.54,7340,3539.539573,23148,0
18379,18379,-0.72,-48,-25,4303.57,8983,4303.574647,24184,0
18380,18380,-0.25,-6,-1,4104.88,11846,4104.876109,25677,0
18381,18381,0.42,-3,4,2867.4,11597,2867.397662,26798,0
18382,18382,-1.19,-113,-118,5270.09,5492,5270.091174,24326,0
18383,18383,-0.33,-85,-114,4105.62,8325,4105.61635,24326,0
18384,18384,0.35,-36,-8,3648.07,9848,3648.070372,22533,0
18385,18385,0.26,-20,-10,2972.36,9859,2972.361684,18330,0
18386,18386,-0.06,-13,2,2330.43,10156,2330.432097,21266,0
18387,18387,0.59,-25,2,4014.84,8589,4014.839769,27504,0
18388,18388,1.39,-44,7,4272.6,9437,4272.601022,27504,0
18389,18389,-0.06,-17,-6,2933.8,10818,2933.799424,19418,0
18390,18390,-0.94,-40,32,4479.97,6337,4479.973507,28281,0
18391,18391,-0.64,-21,6,4396.34,7444,4396.335825,25273,0
18392,18392,-0.84,-18,24,4271.07,8960,4271.073483,27148,0
18393,18393,-0.34,-12,-6,4416.03,8298,4416.029786,27418,0
18394,18394,0.39,-8,-1,3857.95,10095,3857.94519,27418,0
18395,18395,-0.62,-10,-1,4276.32,10082,4276.322639,25999,0
18396,18396,-0.84,-22,-1,4901.78,10342,4901.783426,26810,0
18397,18397,-0.98,-30,-25,4142.83,9948,4142.830867,28162,0
18398,18398,-1.12,-33,41,3536.23,6913,3536.230625,28162,0
18399,18399,-0.47,-18,-4,2498.29,7541,2498.292969,18203,0
18400,18400,-0.63,-22,-2,3325.86,6334,3325.864848,26894,0
18401,18401,0.31,-36,0,4614.5,5549,4614.504233,28017,0
18402,18402,-0.27,-29,-23,5751.48,7344,5751.480476,28017,0
18403,18403,0,-7,-14,4722.36,10100,4722.358481,26603,0
18404,18404,0.1,-11,14,4084.89,9875,4084.893087,24855,0
18405,18405,-0.89,-21,18,4146.87,11564,4146.869262,24855,0
18406,18406,1.06,-9,-10,4300.78,10205,4300.777262,23526,0
18407,18407,0.9,-21,-10,5190.21,7296,5190.205326,24595,0
18408,18408,-1.03,-99,-111,4791.34,6267,4791.341321,24595,0
18409,18409,-1.79,-36,5,4830.68,8985,4830.675577,26364,0
18410,18410,0.7,-67,26,4376.51,6839,4376.511687,26364,0
18411,18411,0.64,-30,-12,4278.71,6526,4278.71199,23196,0
18412,18412,0.65,-43,34,5070.74,7047,5070.736426,27469,0
18413,18413,2.4,-90,185,5050.72,6182,5050.718919,27469,0
18414,18414,-0.58,-26,23,4284.77,8488,4284.768042,26872,0
18415,18415,0.14,-16,23,3644.33,8648,3644.33131,25489,0
18416,18416,1.27,-16,35,2740.32,7507,2740.315922,23143,0
18417,18417,1.21,-29,13,3200.43,9679,3200.432615,26371,0
18418,18418,-0.91,-37,9,3248.31,6359,3248.307505,22355,0
18419,18419,0.83,-7,4,3544.68,11499,3544.684735,27654,0
18420,18420,-0.66,-8,4,3151.5,13292,3151.497619,27654,0
18421,18421,-1.17,-32,18,3115,10226,3115.003421,22135,0
18422,18422,-0.83,-41,33,3579.7,10948,3579.701689,24381,0
18423,18423,0.31,-39,-9,3651.01,10565,3651.011738,24381,0
18424,18424,0.61,-42,38,4481.83,8902,4481.829653,25333,0
18425,18425,-1.05,-69,38,4955.52,7911,4955.518874,25786,0
18426,18426,0.5,-69,23,4685.11,6185,4685.111924,25786,0
18427,18427,-0.4,-48,82,4145.77,7836,4145.768732,27900,0
18428,18428,-0.47,-42,53,4153.16,7246,4153.163745,23430,0
18429,18429,-1.96,-25,-13,4585.85,9285,4585.845672,22857,0
18430,18430,0.99,-28,6,5751.37,9046,5751.368167,27952,0
18431,18431,1.94,-43,17,5554.43,7573,5554.429516,27952,0
18432,18432,-1.4,-52,11,4835.84,6493,4835.837287,25325,0
18433,18433,-0.39,-51,6,4870.87,7804,4870.867886,22466,0
18434,18434,0.95,-14,11,4129.35,10332,4129.355051,22344,0
18435,18435,0.48,-11,11,4301.6,11462,4301.597832,23431,0
18436,18436,1.49,-27,19,3678.14,8910,3678.139469,23750,0
18437,18437,0.47,-18,6,3723.57,8942,3723.570719,23750,0
18438,18438,-0.82,-34,6,4068.53,6726,4068.535025,22994,0
18439,18439,-0.01,-81,94,4256.31,5798,4256.308832,25388,0
18440,18440,0.04,-38,-17,3943.58,6712,3943.584301,25753,0
18441,18441,-0.46,-30,54,3982.77,6490,3982.770814,25753,0
18442,18442,0.64,-59,30,4553.63,7823,4553.627909,26149,0
18443,18443,0.21,-54.5,17,4181.96,7993,4181.958864,26149,0
18444,18444,-1.31,-33,85,4242.22,6944,4242.22339,23691,0
18445,18445,1.26,-48,-15,4685.62,8124,4685.615553,24119,0
18446,18446,-1.47,-77,-55,5168.4,7467,5168.39525,26169,0
18447,18447,0.43,-22,26,4490.83,8968,4490.827746,26169,0
18448,18448,1.49,-10,11,3281.53,11975,3281.533952,22012,0
18449,18449,-1.73,-25,47,4195.39,10057,4195.388435,26271,0
18450,18450,-0.5,-75,1,4319.59,9752,4319.588983,26271,0
18451,18451,0.34,-21,5,3802.63,10087,3802.625301,24158,0
18452,18452,0.34,-17,5,3450.2,7855,3450.197207,22717,0
18453,18453,0.97,-41,14,3672.9,5970,3672.901389,22717,0
18454,18454,-0.32,-59,-5,3729.75,5555,3729.750049,23954,0
18455,18455,-1.04,-35,24,2639.27,6114,2639.274307,20483,0
18456,18456,-0.87,-9,1,3234.6,8823,3234.599151,28362,0
18457,18457,0.01,-6,6,4718.44,10131,4718.435376,28362,0
18458,18458,1.61,-29,29,4597.62,12317,4597.618989,24389,0
18459,18459,0.38,-22,-4,3765.92,13065,3765.916709,29298,0
18460,18460,-1.74,-11,-5,3361.87,8743,3361.871153,29298,0
18461,18461,-0.06,-18,7,3809.15,5498,3809.154709,24972,0
18462,18462,0.99,-39,38,4277.36,4895,4277.360468,27038,0
18463,18463,-0.77,-51,-7,3949.04,6667,3949.03924,26365,0
18464,18464,0,-75,-118,4480.5,5378,4480.502024,26769,0
18465,18465,-0.11,-19,-31,4527.31,6684,4527.311536,27568,0
18466,18466,-0.22,-24,4,4209.3,5832,4209.304419,27568,0
18467,18467,-0.77,-23,18,3883.41,7308,3883.411518,29260,0
18468,18468,0.27,-23,-2,4399.84,7964,4399.840836,29260,0
18469,18469,-0.36,-42,-30,4532.71,6344,4532.711717,28150,0
18470,18470,-0.86,-44.5,14,4185.4,6888,4185.401834,28150,0
18471,18471,0.61,-22,10,3392.73,8870,3392.731905,23615,0
18472,18472,-0.52,-7,-4,3776.04,11399,3776.039822,25482,0
18473,18473,2.65,-20,-4,4269.86,9719,4269.863347,27960,0
18474,18474,-1.24,-17,-2,3960.96,11371,3960.956383,27960,0
18475,18475,-1.11,-18,-3,3633.29,11062,3633.292468,26843,0
18476,18476,2.98,-51,-1,4331.05,9254,4331.055322,27758,0
18477,18477,-0.79,-42,66,4745.32,8198,4745.324965,27758,0
18478,18478,-2.51,-44,-32,4549.44,7068,4549.444786,27140,0
18479,18479,0.13,-45,-7,4422.34,9022,4422.338558,28108,0
18480,18480,0.42,-50,-13,4912.51,7855,4912.512593,28108,0
18481,18481,-2.25,-27,29,4231.49,9395,4231.491132,26123,0
18482,18482,0.03,-36,-16,4416.76,9019,4416.76107,26011,0
18483,18483,2.1,-60,1,3850.23,6299,3850.226871,26011,0
18484,18484,-0.53,-25,13,3650.37,6580,3650.36626,24818,0
18485,18485,-0.25,-34,4,4427.38,7535,4427.378234,24818,0
18486,18486,-0.4,-41,19,4325.17,9351,4325.165948,23885,0
18487,18487,-0.8,-40,21,4362.08,7262,4362.076433,23885,0
18488,18488,-0.66,-20,-16,3365.05,6731,3365.046587,18229,0
18489,18489,-0.29,-17,-16,1766.31,8149,1766.311264,14141,0
18490,18490,0.51,-9,2,4044.15,8834,4044.145616,26726,0
18491,18491,-0.63,-20,11,3539.3,7733,3539.297056,24459,0
18492,18492,-0.4,-34,16,4835.14,7537,4835.13825,27570,0
18493,18493,0.01,-127,2,5881.66,5404,5881.659807,27953,0
18494,18494,-0.53,-51,-4,5210.38,5764,5210.37998,27953,0
18495,18495,-0.5,-41,-4,4355.15,6444,4355.154709,24800,0
18496,18496,0.54,-121,-164,5140.55,5655,5140.553941,29605,0
18497,18497,-0.66,-214,-164,5781.57,4428,5781.571009,29605,0
18498,18498,-1.29,-58,-14,4453.9,6479,4453.901239,25788,0
18499,18499,0.26,-40,-8,4396.94,7413,4396.936901,27190,0
18500,18500,1.7,-19,-17,3701.41,8316,3701.414108,23965,0
18501,18501,-0.75,-12,4,3300.73,10906,3300.730434,23965,0
18502,18502,-0.79,-44,4,4737.63,9701,4737.634717,24600,0
18503,18503,0.28,-104,74,5448.04,7434,5448.043982,25271,0
