,Spectral centroid,Band Energy Ratio,Spectral Roll Off
0,1756.867501,31.87543678,2794.333333
1,1951.748826,9.830287933,3149.666667
2,2180.826423,9.745067596,3489.333333
3,2424.247265,3.845047712,4356
4,2615.387252,3.192132473,4839.333333
5,1955.425251,15.90140629,3005.333333
6,2041.150396,11.48273087,2955.333333
7,1356.044122,102.2039185,1834.666667
8,1801.367809,25.98455048,3095.666667
9,1650.752978,10.85900307,2509
10,1872.617634,15.91139126,3225
11,2359.593762,19.41242027,5153
12,2024.85295,32.10533142,4372.666667
13,1001.341544,174.3297119,1943.666667
14,2278.183727,9.015377998,3842.333333
15,2312.008252,8.719716072,3850.666667
16,1948.229441,18.16269684,3300
17,2319.261461,6.029866695,3906.333333
18,1982.478907,14.51059151,3118
19,2456.508309,3.113575935,4307.333333
20,2473.198236,2.012327433,4112
21,2521.182202,4.231091976,4045.666667
22,2386.133378,32.21500778,6230.333333
23,2392.487285,30.23894882,6450.666667
24,2262.9755,27.74352646,6100
25,2398.371533,17.69911385,5930
26,2807.292396,18.34732437,6280
27,2756.378016,27.71793556,6716.666667
28,1364.052652,133.943222,2449
29,2008.93705,37.53414536,4970
30,1812.020901,59.2599144,4168.333333
31,2149.102486,8.541150093,3786
32,2098.082673,6.767381668,3511.666667
33,1522.290833,65.44356537,2664.666667
34,2221.678484,17.52940941,4737.666667
35,1388.364258,58.33337784,2586.333333
36,2285.556063,27.11560631,5333.333333
37,2408.091985,15.0571661,5484
38,1771.46012,45.740448,4301.333333
39,1600.344498,77.50096893,3884
40,2374.840176,9.949864388,5179
41,1446.339575,30.80851936,2663
42,1571.955997,72.10739899,2731.333333
43,2659.506521,13.28027916,5687.666667
44,1436.049141,25.78444862,2271.666667
45,1540.837028,52.87504578,2679.333333
46,1761.901786,32.78634644,2968.333333
47,1079.682154,95.27587891,1894.666667
48,1898.412512,11.17383003,3314.333333
49,1783.033086,9.832947731,2845
50,1997.536504,8.824170113,3501.333333
51,1968.111227,5.686078548,3238.333333
52,2293.188881,6.240616798,4085
53,1819.986181,35.76143646,3067.333333
54,1652.737816,8.832623482,2758.333333
55,1176.53102,187.5595856,1917.333333
56,1556.942309,19.96113396,2615.333333
57,1337.950317,42.18916702,2351.333333
58,1311.029441,51.25976563,2215.666667
59,1205.95279,94.83803558,1794.666667
60,1348.710821,113.5707932,2107
61,1226.02075,71.63987732,2110
62,1463.234831,123.183136,2656.666667
63,1726.567123,174.8070526,2968.666667
64,1663.219427,52.48501968,2759
65,1173.62918,177.0475616,2108.666667
66,1827.238438,34.73956299,2979.333333
67,1298.983563,212.1038055,2431.666667
68,1397.431315,40.18658066,2612
69,1516.611936,87.35572052,3235
70,1319.871537,70.66233063,2078
71,1543.768871,25.72334862,2508.666667
72,1913.536607,41.39930725,4594.333333
73,1196.139563,80.04431915,2047.333333
74,1258.997242,52.89286041,2392
75,2349.015512,29.21737099,6011.333333
76,2395.15732,32.54782104,6383.333333
77,1979.741983,19.28652,3359
78,1526.172598,25.54517174,2243.333333
79,1630.711666,29.19255257,2705
80,1362.552803,76.59720612,2231
81,1952.28636,5.446872711,3135
82,1624.571641,12.92303181,2490
83,1919.246944,16.59682846,3098.666667
84,1573.085942,20.12032318,2706.666667
85,2305.223704,11.10560226,4452.666667
86,2222.230166,29.8715477,6019.666667
87,2388.334247,3.686228037,4206
88,2813.45613,11.08681965,6155
89,1933.776001,51.61888123,4585.666667
90,2150.448582,31.80482101,4977.666667
91,1995.719571,22.32987022,4042.666667
92,1639.837294,43.47842789,3780.666667
93,1429.926621,17.82952881,2583.333333
94,2529.657953,20.42184067,6330.666667
95,1549.155446,47.15185165,2906
96,1398.232258,79.15940094,2719
97,1598.140732,61.95927429,3461
98,1695.706383,36.85570908,2888
99,2089.389864,9.924584389,3663
100,1920.998042,31.60663795,4047
101,2119.78243,23.50096512,5168.333333
102,1897.298857,14.7715826,3411.333333
103,1673.843278,66.82627106,3101.333333
104,1707.190664,19.7422924,2767.333333
105,1188.072648,56.13034821,2173
106,1127.088127,86.4486618,1858.666667
107,1273.005908,118.4908981,2060
108,1226.126291,81.23643494,1746.666667
109,1291.324306,57.44526291,2009.333333
110,2485.248225,25.62144852,6402
111,2234.767068,28.58794594,5299.333333
112,1820.403858,21.71640778,2948.666667
113,2243.157519,6.276880741,3990.333333
114,1747.255752,10.29079723,2855.333333
115,1670.315018,47.46664047,2709
116,2042.635537,12.76162815,3533.333333
117,1704.822229,19.16892815,2861
118,1485.485064,17.7765255,2669
119,1780.350645,37.72111511,3345.666667
120,2502.66792,20.35368156,5800.333333
121,1515.168571,82.75140381,2686.666667
122,1778.203011,25.68445396,3074
123,2044.349171,10.88383293,3149.333333
124,1730.505809,31.3901825,2937.666667
125,1838.463611,25.94066048,3771
126,1437.818961,29.26200867,2454
127,2318.732248,14.26755142,5517.333333
128,1561.882765,42.45817184,2556.333333
129,1471.497533,25.68354416,2465
130,1925.912355,27.816185,3745.333333
131,1613.957117,91.71591187,3181.333333
132,1912.696478,69.05700684,4517.666667
133,1615.458493,36.26515961,2750.666667
134,1618.626869,43.30780029,2848
135,2200.513938,12.08002663,4744.666667
136,1748.853048,35.26169205,3972
137,1626.42718,83.2454834,2590.333333
138,2144.195042,28.19804764,4970
139,1337.771669,33.90235138,2273.666667
140,1608.569976,46.1901207,2742.333333
141,1276.487865,60.14933014,2326.333333
142,1844.42156,62.5247612,4452.333333
143,3345.801185,4.800020695,6392.666667
144,1526.554717,189.0571747,3033.666667
145,2689.80729,17.26789284,6211.666667
146,1584.577812,90.94781494,3266.333333
147,1982.700156,31.67922974,4571.333333
148,1658.60352,62.55640793,3807.333333
149,1741.305436,19.15745163,3071.666667
150,1405.683749,53.61753464,2458
151,1911.188631,37.03940964,4053.333333
152,1483.320586,74.64296722,2630.666667
153,2407.80806,16.99065781,5055.333333
154,1816.444783,43.04587555,3935.333333
155,1945.346994,14.66379929,3737.333333
156,1964.847669,15.76930237,3059
157,2019.591765,7.613053322,2938
158,2419.567427,5.358233929,4386
159,2240.367686,5.460289001,4246.333333
160,1969.838405,9.020400047,3046.666667
161,1793.285008,12.07086277,2840
162,2007.058044,32.33702087,3171.666667
163,2350.07456,3.379363537,3990.333333
164,2012.975579,13.90267849,3337.666667
165,1363.362267,111.7727585,2677
166,1354.900002,83.98970795,2591.666667
167,2142.508287,29.15052605,5101.333333
168,1361.046253,40.25376129,2378.666667
169,1484.173027,89.69120789,2520.666667
170,2040.372229,21.54703331,4360
171,2258.590727,20.92173767,5732.333333
172,2276.969664,25.46214485,5653
173,2748.600829,14.74035931,7055.666667
174,1665.329474,18.7814045,2751.666667
175,1359.708005,240.2908936,2343.333333
176,2130.715715,7.989917278,3144
177,1563.926039,17.5685215,2566.666667
178,2425.766516,6.820994854,4477
179,1990.1364,26.78034592,3079
180,2039.370898,20.50836945,3282.333333
181,2068.332719,27.28814125,4343.666667
182,1798.083339,25.87987137,3253.333333
183,2758.030909,9.811739922,6370
184,1898.429354,35.17819977,3489.666667
185,1626.739003,33.89997101,2827.666667
186,1403.831211,52.10992813,2493.666667
187,3301.255578,10.89129162,8202
188,2071.988946,8.111885071,3198
189,2381.307747,7.328645706,4426
190,2068.540332,11.07967472,3307.666667
191,2035.456503,7.53614521,3111.666667
192,2239.803963,5.554022312,4096.666667
193,2109.781025,2.637432098,3415
194,2159.32739,5.088214874,4156.333333
195,2039.825258,8.600552559,3834.333333
196,1932.602144,7.549230576,3424.333333
197,2052.739899,24.43157578,4797
198,2156.477061,35.27990341,4910.666667
199,1729.097852,32.20623779,3019.333333
200,1380.444268,52.52897644,2789.333333
201,1477.10192,30.59462929,2807
202,1412.265197,46.82400513,2406
203,1526.041809,72.41656494,2644
204,1480.636664,67.73919678,2714.666667
205,2602.428638,2.211218596,4398
206,1530.019743,15.14943981,2346
207,1495.441333,20.88207626,2498
208,1715.499953,15.35493755,2865
209,2744.039888,14.08979511,6502
210,2220.546513,20.3547039,5212.666667
211,2432.062992,16.09785843,5400
212,2189.951194,24.85069847,4809
213,2323.122082,19.13584137,5297
214,1314.3543,91.59273529,2486.333333
215,1908.44092,41.90544128,4762.666667
216,3012.416011,7.769984722,6246
217,1664.768011,45.96196747,3830.333333
218,2501.518616,23.39505005,5797
219,1481.294103,68.29080963,2710.666667
220,1758.381281,27.00617409,3042.333333
221,1830.031496,20.10835648,3220.666667
222,1782.748551,12.67164898,2630.666667
223,1917.148671,30.3976841,4313.333333
224,1522.196349,7.163714409,2399
225,1687.09338,37.58955383,2902
226,1852.309605,48.48842621,3016.666667
227,1356.886869,102.9809189,2157.333333
228,1293.66781,46.33977509,2554.666667
229,1488.449723,70.81172943,2393.666667
230,1355.976106,34.43052673,2363.666667
231,1669.875155,16.06131744,2346.333333
232,1582.557952,20.45585632,2417.333333
233,2368.679173,11.10046673,4868.333333
234,2362.277239,15.74134827,5636
235,2315.399992,6.994072914,4141.333333
236,2127.770709,20.43234825,3273.666667
237,2892.21793,12.41227341,6981.666667
238,2276.479563,27.87294197,5635
239,2174.538217,8.632299423,3812.333333
240,1635.562064,16.59850693,2681
241,2902.754054,6.530745029,6274.333333
242,1384.550689,28.68550491,2274.333333
243,1297.564703,81.28540802,1912.666667
244,1686.127282,27.92699814,2872.333333
245,1386.010767,70.81433105,2366.666667
246,1715.892383,81.24214935,3193
247,1515.030573,108.2639999,2453.333333
248,1399.325268,22.3463974,2373.666667
249,1322.256531,42.36375046,1999
250,1399.471705,57.81528473,2106.666667
251,1446.95041,68.28349304,2311.666667
252,1921.002845,51.50963211,5094
253,2028.091729,15.05716896,3451.333333
254,2040.277547,9.169692993,3618
255,1727.191057,11.70355034,2686.666667
256,1808.846519,9.829284668,2686
257,1924.610142,10.59147453,2961.666667
258,1709.117285,7.696295738,2747.333333
259,1674.271439,21.67445374,2774.666667
260,1842.985685,10.01193047,2775
261,1830.691136,10.08425522,3154
262,1570.490827,19.7770462,2534
263,1494.672176,38.59857559,2160.333333
264,2416.66147,14.74934387,5173
265,1566.209505,45.70569992,3184
266,2110.705329,35.84183884,4919.333333
267,1456.468873,91.87419891,2861
268,1607.513311,94.19617462,3626.333333
269,1834.696877,51.96162415,4521.333333
270,2122.886818,26.40665627,4882
271,2064.073093,35.50490189,5054.333333
272,1720.875233,50.00817108,3459.666667
273,1936.079803,28.50229836,4236
274,2246.993231,22.53410721,5325.666667
275,1624.117459,29.20195389,2664
276,2169.621905,31.41511345,4923.333333
277,2226.203905,21.8639679,4881
278,1849.100839,15.92508602,3539.666667
279,1483.265966,34.52651596,3040
280,2069.286968,40.95847321,4606.333333
281,2240.651657,21.12045288,4835.333333
282,1815.588494,20.79773331,3309.666667
283,2039.423794,19.13034058,4154.666667
284,1810.996003,32.08151245,3447.333333
285,1090.400099,435.6160278,1556.666667
286,1541.120033,31.31518555,2422.666667
287,1602.485079,57.10806274,2622
288,1532.494647,35.93808746,2518.333333
289,1365.518312,70.31614685,2084.333333
290,1698.699127,61.83931351,3406.666667
291,1230.420276,51.70420837,2151
292,1430.11722,32.35414124,2746.666667
293,1657.259926,39.37688828,2939.666667
294,1535.121311,51.45030212,2689.333333
295,1710.949498,33.06311798,3742.333333
296,1460.332669,50.02602768,2638.333333
297,1708.294698,18.20910645,3418
298,2584.369819,13.26803589,6451.666667
299,2455.121594,22.57013512,5952.333333
300,2629.773111,13.17799187,6070.333333
301,2853.570858,7.563448906,5951.666667
302,2184.826814,22.59985161,5056
303,2211.43019,38.73519516,5287.666667
304,1850.409536,45.51122284,3851
305,2116.111096,27.85601425,5130
306,1219.433106,82.87194061,2153.333333
307,1383.174004,65.09083557,2712.333333
308,1809.545272,32.05762863,3149.666667
309,1622.018548,88.95586395,2979.666667
310,1922.820992,15.30700016,3163.666667
311,1607.093885,35.73685837,2723.666667
312,2084.373708,32.02827454,4855.333333
313,1902.081237,49.49466324,4550.333333
314,1741.468877,26.86897087,3433
315,1539.830434,33.07351303,2806.333333
316,1510.437504,48.44694901,2617.666667
317,1302.823207,65.13079071,2021.333333
318,1307.959375,133.3034821,2390.333333
319,1807.843277,64.65962982,2999
320,1797.81809,33.77645493,3168.333333
321,1375.415959,37.76689148,2405
322,1598.079535,62.20936584,2718
323,1531.39167,41.90411377,2703
324,1556.843302,59.81763458,2883.666667
325,2038.031567,35.53776169,5065.333333
326,2079.020941,33.33543015,4986
327,1704.682445,26.65986633,3273.666667
328,1467.381264,57.35228348,2685.666667
329,1511.571177,25.26828384,2750
330,1982.195783,6.873338699,3453.666667
331,1592.043526,8.154535294,2513.333333
332,2200.690276,2.012865067,3518
333,1760.091858,18.59776115,3094.333333
334,1738.880185,26.911623,3212.333333
335,1730.164144,25.4438324,3236
336,1796.922462,24.79956627,3728.666667
337,1995.102346,9.849333763,3682.333333
338,2409.867806,15.28031921,4719.666667
339,2066.215921,19.54080391,4322.333333
340,1347.6953,42.3477478,2639.666667
341,1355.332267,139.0157166,2320.666667
342,1383.501293,79.81528473,2534
343,1687.718356,17.81743813,2845.666667
344,1755.243744,27.94045448,3231.333333
345,1758.09945,52.15109253,3984.666667
346,1959.723072,28.05461693,4451
347,1984.70859,35.2794075,4691.333333
348,2007.117392,40.59370041,4787.333333
349,1259.927263,186.8600464,2133.666667
350,1497.949672,59.26177597,2539.666667
351,2061.51004,9.153751373,3651.666667
352,1995.48278,8.443109512,3667
353,1610.139206,23.71042824,3115.666667
354,1324.577412,99.625,2118.666667
355,1647.405737,63.56966019,2677.333333
356,2203.083346,26.10775757,4817.333333
357,1525.776961,35.4456749,2818.333333
358,1531.903492,47.0835495,3281.333333
359,2041.214251,9.983372688,4147.333333
360,1411.89546,42.48722458,2485.666667
361,1384.760977,64.8560791,2562
362,1651.658835,30.74242592,2952.333333
363,1598.519334,121.0859833,3566
364,1661.989221,70.03178406,3345
365,1991.586078,26.98579979,4687.333333
366,2027.942364,47.06025314,4660.333333
367,1848.356393,35.90717316,4116.666667
368,1915.943602,26.33487129,4351.666667
369,1889.280951,44.30637741,4235.333333
370,2415.308405,22.34395027,6007.333333
371,1781.77857,42.89958572,3785.333333
372,1688.52515,49.70296478,3360.333333
373,1587.868811,37.68274689,3374.333333
374,1643.773291,87.99710083,3295.666667
375,1586.309328,75.55332184,3078.333333
376,1941.274904,33.1128006,4168.666667
377,2091.617507,31.62877846,4685
378,1434.198074,43.71157455,2461.666667
379,1335.540481,49.1178627,2206
380,1307.816375,44.97812271,2164.666667
381,1962.776346,19.23073578,4151.666667
382,1492.004141,56.36818314,2530.666667
383,1446.821589,45.50905228,2651.333333
384,2323.502277,5.64196825,4616.666667
385,1748.76538,20.73944092,3399
386,1864.458601,25.89097977,3308.666667
387,1248.545792,36.90725327,2217
388,1518.041879,15.24761391,2391
389,1776.29759,31.66355705,3347.666667
390,1519.923371,31.52840042,2600
391,1209.691813,178.39888,1801.333333
392,1487.307159,75.65844727,2402.333333
393,1625.327333,70.12293243,3090.666667
394,1219.087299,161.096817,1879
395,1427.148615,109.3886948,2830.333333
396,2058.225144,33.84438324,5586.333333
397,2239.135433,32.11313248,5648.333333
398,1637.833755,40.23164368,2938.333333
399,2569.090282,20.06166077,6594.666667
400,2522.585405,31.9700737,6363
401,1501.91036,105.9606705,3247.333333
402,1716.629644,41.80363464,3218
403,2448.020927,20.87765121,6321.666667
404,1699.458289,61.87953568,3638.333333
405,1750.089565,95.23745728,4444.333333
406,1255.409291,222.0411377,2862.333333
407,1267.013389,163.5635376,2229.333333
408,1891.103524,42.11182022,4327.333333
409,1677.354168,115.1770096,3058.666667
410,1416.012067,32.43096924,2726.666667
411,2100.992337,38.61156464,5903.666667
412,1553.669214,82.03823853,2922.666667
413,2239.896049,21.51257706,5899.666667
414,1413.516398,43.83162689,2399.333333
415,1370.833814,48.18939972,2434.666667
416,1058.978753,178.1921082,1616.666667
417,1213.344647,89.19277191,2053
418,1623.18502,34.07838821,2709
419,1571.020985,20.54221535,2645
420,1872.755253,29.08305931,3676.666667
421,1333.13447,66.84317017,2411
422,1713.357897,45.3518219,3737
423,2075.163204,7.517020226,3635.333333
424,2031.046857,5.406376362,3432
425,1160.460839,57.13750458,2147.333333
426,1521.732555,42.00028229,2621.333333
427,2197.126256,47.95610809,6130
428,1860.561492,49.21257019,3793.333333
429,1254.860268,178.4785309,2557.666667
430,1787.482807,47.01800919,4402.333333
431,1350.47553,63.16728973,2829.333333
432,1970.221075,16.93374252,3970.666667
433,1520.426924,78.58461761,2628.333333
434,2412.052543,37.4319191,6393.333333
435,1479.130269,71.10417175,2187
436,1743.961613,17.09865379,2953
437,1621.553959,34.53908157,2707.666667
438,1393.570099,61.44908524,2229
439,1435.954948,21.05950165,2298
440,1193.211401,260.4763184,1596.666667
441,1691.573739,70.60153198,4187
442,1535.407283,75.35556793,2668.666667
443,1298.726357,66.36710358,2444.333333
444,2468.770796,16.46115875,5528
445,1905.444849,39.28039932,3790.333333
446,1551.679671,57.32279587,2765.333333
447,1497.734688,88.92042542,2876.666667
448,1810.644005,15.66374683,3653.666667
449,1575.810217,20.1366272,2735
450,1764.599169,41.64645386,3783.666667
451,1803.212159,60.98210526,3001.666667
452,1276.603848,224.0016785,1965.333333
453,1667.371775,103.8349152,3152
454,1786.498586,21.55219269,3179.333333
455,1487.695533,22.40903664,2561.333333
456,1561.100183,18.21574974,2764.666667
457,1767.796056,47.86994553,3808
458,1373.524701,113.2550201,2415.333333
459,2095.366385,40.32698059,5360.333333
460,1416.282524,142.7589874,2469.666667
461,1741.795819,31.37771606,3954
462,1276.648926,166.6090698,2129
463,2119.692591,12.77780724,3704.666667
464,2254.868908,36.13204193,5970.666667
465,2259.781978,31.96223068,6184.333333
466,1205.572451,138.5042725,1935
467,1014.388902,208.9490662,1697.666667
468,1681.645706,61.00588989,2923.666667
469,1421.908618,83.8841095,2670
470,1563.858648,129.5538025,3205.333333
471,2004.896633,38.4896698,4773.666667
472,2119.925844,45.88851929,5376.666667
473,1326.737852,324.9994202,2664.333333
474,1866.061003,33.79674149,4214
475,1520.819137,45.80891418,2442.666667
476,1796.00425,60.30096436,3899
477,1984.716979,37.32350922,4504.666667
478,1195.930357,131.2309418,1787
479,978.1433631,246.5440826,1678.333333
480,2148.447219,55.87163544,5710.333333
481,1361.936453,94.83247375,1926
482,2164.543738,22.70463371,4759
483,1250.225922,43.04517365,2022.333333
484,2015.059827,29.2630024,3099.666667
485,1678.776084,40.62698746,3043.666667
486,2296.381142,25.74290276,4877.333333
487,2175.655291,63.57752991,5949.666667
488,1702.045949,58.17947006,2709.333333
489,1927.268428,36.89670563,3792.333333
490,1999.410395,19.19593048,3646
491,1977.55782,18.12378311,3191
492,2850.145121,15.83552742,6617.666667
493,1286.529125,41.14092255,2201.666667
494,1442.936858,18.260149,2249.333333
495,1340.187527,97.08448792,2448.666667
496,1483.859167,53.54206848,2706
497,2322.08418,36.5616951,5869
498,1418.852069,28.63854599,2572
499,2070.30382,17.50934219,4538.333333
500,1311.325281,68.21245575,2062
501,1705.510225,83.36534882,3198
502,2117.63995,48.33082962,5279
503,1366.840762,47.1036911,2604.666667
504,1401.448248,81.78194427,2174.333333
505,2561.834408,28.94894218,6172.333333
506,1616.334225,14.46503639,2418.666667
507,1804.847579,7.383526802,2707
508,1654.48776,15.49912548,2698.333333
509,1520.656396,35.26235962,2372.333333
510,1558.174857,22.14053726,2667
511,1395.747526,71.9269104,2404.333333
512,1614.764081,15.06685352,2474.666667
513,1654.426779,20.94462013,2561
514,1798.854353,36.93369293,3358
515,1653.865823,24.29469681,2638.333333
516,2581.973052,13.19052982,6285.333333
517,1900.518177,63.71164703,4601
518,1692.079128,54.7317543,3518
519,2009.347614,40.89315796,4229.666667
520,2126.470361,29.101408,4793
521,1749.157672,91.24977112,3786.333333
522,1722.786953,51.06927109,3011.333333
523,1568.622655,26.82352257,3026.666667
524,1230.728748,116.9695053,2548.666667
525,1816.376386,50.61529922,4284
526,2288.049389,12.17372417,5159
527,1716.774628,26.57817268,3347.666667
528,1453.290633,39.85707474,2320.666667
529,1486.935088,32.99056244,2555.333333
530,1446.851919,39.31655884,2705.333333
531,1708.299741,73.44915009,3209.333333
532,2404.884307,31.8532753,6746.666667
533,1724.789317,45.79957199,3135.666667
534,1893.708536,5.695339203,3142
535,1822.511676,11.10250568,3271.666667
536,1898.508362,10.66391563,3320.666667
537,1732.457668,16.64979935,3262
538,1808.271771,5.328464985,2691
539,1262.097285,165.0574036,2030
540,1793.97045,35.49812698,3198.666667
541,1699.519962,33.34887314,2849.666667
542,1220.675292,154.4398193,1855.666667
543,1143.745986,115.1812973,1921
544,1883.885982,16.28015327,4105.666667
545,1702.12482,33.57177353,3684.666667
546,1792.999951,30.38213348,3454.333333
547,1502.605595,42.68407822,2859.666667
548,1719.838916,29.71916771,3657
549,1431.729227,32.65547943,2913.666667
550,1382.011526,148.7073364,2236.666667
551,1417.71578,84.72454834,2491.666667
552,1124.701294,240.1998749,1513.666667
553,1293.981939,109.9022446,2610.666667
554,1671.870175,42.6162796,3579
555,2533.420432,35.68347168,6620.666667
556,2151.179055,26.6341362,4674.666667
557,2445.722491,16.33956146,6195.666667
558,1500.398937,113.9604416,2319
559,1369.527897,56.92861176,2399.666667
560,1397.849997,23.32344437,2528
561,1311.205512,77.03701019,2272
562,1963.291893,30.11683655,4052
563,1202.144475,250.5741119,1732.333333
564,1435.313514,54.14684296,2833.333333
565,1600.181856,92.95122528,3620
566,2017.805102,62.07986832,4913.333333
567,1543.065712,69.80657959,2651
568,1531.474557,62.84093094,2642.333333
569,1869.197641,51.47819901,3501.333333
570,1824.747997,56.41895676,3713.666667
571,921.974522,395.4338989,1494.333333
572,1159.107036,112.2959747,2090.666667
573,1754.799301,29.0278759,3233.666667
574,1518.616745,37.266819,2919.333333
575,1572.045245,26.84683418,2735.666667
576,1303.098787,70.77091217,1933
577,2118.183189,26.22399139,4689
578,1324.299495,149.9702911,2292.666667
579,1292.336166,202.9420166,2137.666667
580,1720.633916,25.42050743,2757.333333
581,1794.439616,24.49697113,3737
582,1667.187449,125.7376785,4098
583,2674.80599,38.68754578,6737
584,1970.991981,43.81761169,4995.666667
585,1622.439512,62.57593536,2826.666667
586,2128.853346,20.30142975,4967.666667
587,1803.952546,31.57319832,3769.666667
588,1736.409399,44.4197197,3265.666667
589,1604.992943,61.31548309,3138.666667
590,1640.662984,81.35722351,3485.333333
591,1244.976942,179.4601746,2211.333333
592,1456.727302,62.98281097,2801.666667
593,2519.177609,19.30527878,5691
594,3390.418423,8.353940964,7297.333333
595,2758.132185,24.1399231,6716
596,2577.455519,26.57208061,5672.666667
597,2125.292116,18.15109062,4498.333333
598,1701.265542,69.47368622,2990
599,1681.159309,16.73597527,2852
600,2176.247919,9.696577072,3858.333333
601,2282.606285,9.375847816,4274
602,2166.788755,10.19460392,3692
603,2565.472979,4.45126152,4951
604,2277.840777,9.278331757,3719
605,1962.173742,5.386905193,3064.666667
606,1210.258537,90.21912384,2075
607,1401.853969,84.18100739,2414
608,2213.132632,5.852209568,3549.333333
609,2687.061858,2.349383116,4796.666667
610,2832.782523,1.727202773,4978.666667
611,2201.595463,11.83907413,3633.666667
612,2793.73536,1.306725502,4876.666667
613,2741.652864,2.012780666,4933.666667
614,2349.14633,19.05682755,5140
615,2164.319728,22.82055283,4861
616,1590.334796,50.44587326,2889.333333
617,2293.089179,23.11285019,5993.333333
618,1758.726961,36.17113495,3506.666667
619,1770.286788,23.18295288,3065.666667
620,1977.045525,13.81680298,3319.333333
621,2612.488791,14.02432442,6285.333333
622,2205.723361,14.91969585,4949.666667
623,1508.450709,52.11696243,2870
624,1997.377441,15.96261215,3390.666667
625,1718.373557,17.84578323,3002
626,1815.173802,9.420503616,3049
627,1983.635434,34.00939178,4305
628,2629.627643,10.26310635,5775
629,1749.008314,21.42070389,3106.333333
630,1508.303536,45.18664551,2791
631,1718.385731,31.85164452,3031
632,2095.355552,23.18210793,4702
633,2114.072408,25.64089775,5174.666667
634,2116.947867,24.27849007,5176
635,2741.611468,9.30990696,6493.666667
636,1678.51532,18.33487511,3027
637,1556.91137,41.71230316,3077.666667
638,1846.984662,13.61770916,2867
639,1840.207365,15.50228214,3032.666667
640,1680.773716,21.18714333,2951.333333
641,1638.078292,16.49822235,2789.666667
642,2770.770297,7.610630989,6642.666667
643,1580.067879,77.72849274,2783.666667
644,2172.70656,16.37234688,4962.333333
645,2302.402094,8.228348732,4544.333333
646,1972.306561,7.674345493,3103.333333
647,2259.304986,17.36268806,4758
648,1766.739241,19.00820732,3143.666667
649,2133.679878,30.73782539,4882.666667
650,2419.647262,9.003843307,5227.666667
651,1850.489741,17.42723083,3747.666667
652,2006.505947,27.47982597,4522.666667
653,1887.017006,11.58747768,3373.333333
654,1463.231265,57.02394104,2955.666667
655,1970.50922,21.77145004,3832.666667
656,1480.291723,53.84137344,2562
657,1699.414451,23.44758606,2972
658,2386.734367,13.14960194,5242.333333
659,1680.733125,30.14735222,3152.333333
660,2746.139717,14.14569664,6527.333333
661,3052.231081,5.793281078,6448.333333
662,2146.627133,6.803750515,4288.333333
663,1912.998639,8.781486511,3317
664,2791.524752,7.00928545,6641
665,2456.35462,29.18433189,6054.333333
666,1561.993699,40.11532593,2860.666667
667,2264.247137,18.10733223,5408
668,1897.519238,16.00048828,3550.666667
669,2354.24914,22.24060059,5714.333333
670,1486.634699,33.49189758,2979.333333
671,1854.775248,5.421783924,2986.666667
672,2760.507694,13.22517014,6832.333333
673,1865.516905,14.2631979,3415.333333
674,1919.878169,11.50977421,3559.333333
675,2483.620288,7.684063911,5406.333333
676,1886.606025,54.05024338,4079
677,2523.33849,7.662165642,5369.666667
678,1931.518031,19.36887741,3845.666667
679,1935.915191,9.77170372,3690
680,2085.386626,41.99261475,5150
681,2033.473415,21.49503708,4601.666667
682,3347.925213,6.543225765,7322
683,2149.180494,5.262542725,4070
684,1795.55785,18.15277863,3457.333333
685,3038.467164,8.778468132,7299.333333
686,1550.73752,37.11933136,2753.666667
687,1881.037396,17.31354713,3294.333333
688,1870.461237,14.04401588,3080.666667
689,2883.316214,9.215591431,6745.333333
690,2705.813573,23.66258621,6879.333333
691,2536.331519,27.48384094,6314.666667
692,1384.737169,70.73807526,2591.333333
693,1377.39976,61.91166687,2396
694,1680.88975,16.90945816,2851
695,2476.116985,17.94701576,5653.666667
696,2078.263775,26.13548851,4281
697,2638.127064,17.9337883,6236.333333
698,2250.320181,20.74665451,5342.333333
699,1408.395645,102.1102829,2532.666667
700,1979.75882,53.00230026,4948.333333
701,2330.272523,17.98995781,5128
702,2085.724476,15.15801144,4269.333333
703,1633.853403,18.98476601,2927.333333
704,1660.56887,51.70997238,3003
705,1757.305235,19.77103424,3086.666667
706,2329.097315,13.3205204,5212.666667
707,2607.745809,19.78261757,6355.333333
708,2561.549547,17.91042328,6309.666667
709,1667.822219,28.2271595,2974
710,1673.086697,26.21024513,2770.666667
711,1600.665586,29.3462925,2774.666667
712,2267.784782,32.05527878,5748.666667
713,2319.656286,18.2660408,5277.333333
714,2200.729246,48.88621902,5210.333333
715,1474.546343,43.19099808,2545.333333
716,1803.497318,13.61337852,3230
717,1332.461593,64.36434937,2393.333333
718,1339.930117,106.0439377,2335
719,2243.955471,15.9921217,5444
720,1674.803134,27.91660881,3180.333333
721,2019.669368,21.55142212,4076.666667
722,2261.70955,12.10405445,4805.333333
723,2281.831594,6.046640873,4684
724,1731.120243,21.48876762,3023.333333
725,1408.153954,43.72282791,2777.666667
726,1737.267994,16.43991852,2960.666667
727,2300.648946,10.35668659,4816
728,2114.971904,17.22884178,4640.333333
729,1753.548107,24.85824776,2990
730,2188.950635,10.82356358,4635.666667
731,1600.569979,38.37859344,3068.666667
732,2149.135471,28.04593658,5140.333333
733,2008.312755,17.59664154,3854
734,2132.648949,15.93297291,4413
