,Spectral Centroid,Band Energy Ratio,Spectral Rolloff
0,1846.029862,54.382305,2461.333333
1,1477.363507,173.9909,3174.0
2,1196.424967,108.202194,1545.333333
3,1589.080563,71.12417,2393.0
4,1755.631382,94.451706,2220.333333
5,1762.690086,49.743523,2329.666667
6,1804.085227,180.45879,3020.333333
7,1891.952975,95.72918,2300.666667
8,1769.569618,32.139996,2737.666667
9,1121.80499,231.06877,1723.333333
10,1319.471719,64.83741,6112.666667
11,1783.848178,158.70215,1893.0
12,1494.969693,55.83948,2143.0
13,1390.899595,149.15459,2325.0
14,1723.418097,56.967457,1576.0
15,1949.740607,54.157196,1951.333333
16,2138.988658,52.733395,1995.333333
17,2352.12685,102.384445,2263.0
18,1676.937971,45.860294,3964.0
19,1880.487131,174.59435,2695.0
20,1940.233163,52.845123,2018.0
21,1201.925233,65.807205,1499.333333
22,1234.20071,294.29352,1728.666667
23,1738.334033,130.76508,2723.333333
24,1200.074317,108.37161,2527.0
25,1398.998755,56.42154,1565.0
26,1871.998954,16.030056,1964.666667
27,1671.653566,94.9925,4417.0
28,2078.894758,138.42015,4135.0
29,1816.183825,132.4254,1588.333333
30,1744.745688,38.173542,1545.0
31,2084.600439,60.25237,2395.666667
32,1979.607142,121.54171,1364.0
33,1965.989491,197.31526,2047.0
34,1799.271897,239.89865,2749.0
35,1136.056561,127.93042,2896.333333
36,1337.19123,140.64365,2023.0
37,1094.307029,95.37932,3238.666667
38,1863.859007,43.517693,2606.666667
39,2078.940246,94.59666,2417.0
40,1513.161914,72.082855,1544.666667
41,2076.123092,36.806305,3078.666667
42,2059.700201,106.594574,1735.666667
43,1371.093541,34.726658,1780.666667
44,1464.548799,150.7763,1573.666667
45,1645.159384,126.76425,1772.333333
46,1576.571803,62.746544,4974.0
47,1734.403888,127.51413,1565.0
48,1903.780973,55.426544,2499.0
49,1810.327072,86.1895,3243.333333
50,1533.675102,102.792145,2599.333333
51,1827.023199,64.101,1975.333333
52,1326.654129,69.39237,2270.666667
53,1164.315943,78.62968,2061.666667
54,2345.192528,155.76414,2426.333333
55,1205.715971,161.704,1540.666667
56,1225.127031,85.16942,2078.0
57,1570.307985,56.97462,1572.333333
58,1423.196974,127.85731,3244.666667
59,1626.198252,38.874138,2650.0
60,2088.685322,447.1668,1961.333333
61,1427.299336,94.55099,3072.666667
62,1336.378516,38.28718,1687.0
63,1664.991776,61.2677,2107.333333
64,2077.752887,260.20218,2370.333333
65,2010.238192,291.66473,1921.333333
66,1896.679458,203.79723,3038.333333
67,1432.795908,92.73517,2349.0
68,1673.655629,62.44443,3537.333333
69,1535.575776,41.142517,2057.333333
70,1726.272215,172.42981,1427.0
71,2297.6382,22.56542,1935.666667
72,1310.073716,50.786392,2328.0
73,2016.050437,22.911985,2128.333333
74,1543.673331,91.255585,1874.0
75,2041.038769,43.129787,2798.0
76,2118.555325,182.639,3983.666667
77,3110.072057,44.089085,2274.333333
78,1300.053283,101.19145,2434.666667
79,1861.543017,203.32646,1706.666667
80,1612.258788,94.06203,1730.666667
81,1750.124572,163.31116,2436.0
82,1623.414029,121.95118,2340.333333
83,1939.64882,159.58801,2921.0
84,1905.771879,140.80788,1500.0
85,1759.271527,86.96055,5614.0
86,1288.393979,58.47748,2477.333333
87,1224.924257,133.72331,4068.0
88,2082.140346,82.84267,2012.0
89,1826.642688,38.28298,2664.666667
90,1457.893468,101.962715,1952.666667
91,1913.989438,238.75761,2079.666667
92,1770.070679,56.75186,2020.666667
93,1544.085755,76.12175,4150.333333
94,2090.29898,406.2652,2245.0
95,1628.95602,176.41676,2400.0
96,2047.494225,155.87108,2846.333333
97,1624.81347,61.264534,2498.0
98,1123.679208,54.29236,1841.333333
99,1963.95488,78.46069,3234.666667
100,1822.579065,37.49737,2682.0
101,2110.522606,87.56328,3319.666667
102,2406.90009,155.77945,2071.0
103,1542.543388,183.53026,1678.0
104,1707.590626,77.71562,2681.666667
105,1802.921414,205.5463,1859.0
106,1424.059473,99.04076,1842.333333
107,1280.511593,65.13324,1613.0
108,1512.947488,89.31634,2339.666667
109,1143.210814,136.25908,1706.333333
110,2158.378051,89.23101,2552.666667
111,2335.254029,98.25097,3115.0
112,1657.771291,218.24223,1924.0
113,1572.205682,159.4205,2139.333333
114,1559.887973,79.65315,5644.333333
115,2489.993741,72.82377,2196.0
116,1705.027126,96.343765,2454.666667
117,2037.420235,155.5984,5356.333333
118,1559.337885,145.78061,1985.333333
119,1200.519883,50.57491,1824.0
120,2287.443826,33.930397,2974.666667
121,1331.646149,94.74555,2363.666667
122,1305.888171,268.18515,1942.0
123,1820.063829,131.96312,1281.333333
124,1549.459298,82.02846,3166.666667
125,2370.788492,63.322144,3156.333333
126,1177.91618,95.14091,2013.0
127,1804.360773,64.38134,4185.333333
128,1418.030682,110.25826,2981.0
129,2108.743853,37.21716,3024.666667
130,1925.729524,150.29224,2792.333333
131,1276.539849,75.510895,4621.666667
132,1503.017112,41.959908,5868.0
133,2160.090238,115.54624,2427.333333
134,1899.641116,71.1037,1867.333333
135,1827.844723,231.51836,2087.666667
136,1830.171328,109.944214,1616.0
137,1130.602019,49.1016,1903.0
138,1863.043175,212.49815,3161.666667
139,1616.554897,117.16241,2352.666667
140,2036.694275,56.243526,2120.666667
141,2037.199094,98.05268,2284.0
142,1679.567123,61.78594,4712.666667
143,1453.647001,123.96297,1844.666667
144,1524.188776,62.547733,2803.666667
145,1270.96677,83.13585,1851.333333
146,2207.448447,189.58044,4163.333333
147,1350.855391,95.615776,2914.666667
148,1590.278295,116.21031,1913.333333
149,1469.585738,141.08185,3094.666667
150,1694.729686,91.68961,2070.333333
151,1853.255522,123.89492,2249.0
152,2097.129359,114.43369,2255.333333
153,1846.813876,99.75347,1939.666667
154,1341.303092,50.067707,2569.666667
155,1312.474318,87.15072,2867.333333
156,1528.390881,111.336784,1962.0
157,1900.955202,51.008766,1950.0
158,1744.321335,142.92142,2050.666667
159,1750.897216,45.94331,2454.333333
160,1289.430485,127.354576,3694.333333
161,1769.950742,79.83459,4542.666667
162,1847.572267,77.84471,3182.333333
163,1272.002473,106.61539,2851.333333
164,1831.838213,64.11158,2135.333333
165,1070.964124,27.412449,1423.0
166,1291.313663,127.00027,1972.666667
167,1627.484645,176.87344,2357.666667
168,1622.747252,103.728096,2742.666667
169,1453.699981,64.930725,2075.666667
170,1328.224961,75.889656,2760.666667
171,1451.442216,44.949383,2649.333333
172,1222.159166,101.560005,3670.0
173,1705.913479,94.25142,2427.333333
174,1631.477756,143.53452,1901.333333
175,1199.2292,170.1587,1569.666667
176,1852.938434,137.74234,1500.333333
177,1674.211424,80.530174,1945.0
178,1391.949332,37.0355,3245.666667
179,1855.479634,74.33639,2590.666667
180,1388.985239,23.247341,1559.333333
181,1659.855323,60.93649,4015.0
182,1164.34813,221.78377,2739.333333
183,1653.285295,130.53137,3475.666667
184,1738.296015,334.2717,1893.0
185,1512.738032,328.63412,2663.0
186,1577.0129,39.7047,1761.0
187,1287.059555,50.823704,2123.666667
188,1297.607749,148.11935,2502.0
189,1516.465607,16.828396,1726.0
190,1779.063623,43.690037,1859.666667
191,1237.704922,22.22989,2086.333333
192,1255.635451,74.5523,2309.333333
193,1843.936659,40.396038,5376.666667
194,1553.860551,68.83461,2377.666667
195,1211.357749,109.28333,1621.0
196,1672.862319,117.02471,2549.666667
197,1263.638052,55.812374,4117.0
198,1900.335517,345.01236,2181.0
199,1323.637686,97.529045,1599.0
200,1413.057759,59.187817,1517.333333
201,1304.709078,50.02391,2207.666667
202,1669.847415,148.64511,3321.0
203,1725.099347,77.98759,1702.333333
204,1391.724061,42.039036,1726.666667
205,1455.452838,102.65013,4513.333333
206,1578.181105,55.56056,2223.0
207,2206.287868,102.242065,2902.0
208,1162.321271,142.8114,1830.333333
209,1507.169353,95.24645,2508.333333
210,1685.473317,39.9568,3577.333333
211,1626.324779,57.479683,1645.666667
212,1367.031648,176.50433,2278.666667
213,1863.92042,60.84307,1960.0
214,1553.07684,55.942596,3056.0
215,1826.741787,94.732834,2749.0
216,1629.65556,92.817535,3424.333333
217,1453.735742,73.25596,1898.0
218,1983.139436,66.5972,1287.333333
219,1844.56649,48.520096,2922.666667
220,1610.278613,118.924965,1683.0
221,1974.306764,56.93547,2668.0
222,1675.737419,87.372246,1935.333333
223,1534.378692,127.836876,2751.666667
224,1884.908086,50.52319,2306.333333
225,1699.141046,76.476776,2011.333333
226,1830.367563,60.655403,1598.333333
227,1309.324561,89.741295,2533.666667
228,1477.946319,39.286446,1678.0
229,1822.666362,133.39047,2874.333333
230,1735.999591,17.046417,2643.0
231,1256.672502,47.8467,1319.0
232,1821.287129,139.41151,2007.666667
233,1701.91528,57.423656,2523.0
234,1595.940203,66.89293,4939.666667
235,2158.498498,18.870985,2071.0
236,1297.584272,117.81735,3496.333333
237,1741.813411,31.656153,4441.666667
238,1990.374324,107.57429,2911.333333
239,1655.528266,83.86251,2887.0
240,2126.833557,32.424156,1945.0
241,1862.647743,162.31047,2637.0
242,1142.209598,148.48553,2156.0
243,1668.681286,87.95341,1612.0
244,1494.152525,86.08041,3979.0
245,1739.986437,70.74647,2803.333333
246,1999.912737,47.139862,2063.666667
247,1496.838424,105.28457,2804.0
248,1816.023182,74.28275,1608.0
249,1895.794178,102.78811,1420.666667
250,1404.768013,147.20155,2245.333333
251,1194.520287,124.54568,2040.0
252,1143.29374,109.57424,2413.666667
253,1850.633911,36.866608,6151.333333
254,1398.766774,33.64871,2265.666667
255,1490.717408,67.76829,2259.666667
256,1739.118997,40.072212,2394.0
257,2288.023901,42.680565,2438.666667
258,1361.763882,78.748,1879.333333
259,1291.335046,54.65795,2473.666667
260,1454.58098,46.849182,2396.666667
261,1725.226035,98.34865,2812.0
262,1922.580397,80.21568,1785.666667
263,1436.853818,67.77211,1787.333333
264,2231.468918,127.835365,1531.666667
265,1655.934614,75.189804,2804.333333
266,1465.596103,41.817974,3200.333333
267,1914.983224,35.211483,3191.0
268,1861.806584,54.804012,3219.666667
269,2071.551478,111.71109,3031.666667
270,1647.317458,90.63776,3644.666667
271,1235.215932,39.485764,2860.333333
272,1567.745222,69.706825,3035.333333
273,1101.048868,394.86816,3011.0
274,2113.264039,123.498184,6176.666667
275,1082.880248,62.367027,1540.666667
276,1235.159453,45.095913,2499.333333
277,1110.700528,54.800625,1598.666667
278,1637.001679,131.97238,2486.666667
279,1632.319136,93.645966,2019.333333
280,1988.964146,17.350079,1846.666667
281,1530.43148,59.49879,2465.666667
282,1787.390835,68.79779,3435.0
283,1668.035852,51.690895,1717.666667
284,1778.179067,95.51961,3129.666667
285,1580.959708,119.24176,1834.0
286,1295.677696,14.377674,3096.0
287,1529.240154,157.93425,3108.666667
288,1925.596054,58.351418,1663.333333
289,1304.148393,62.977364,2783.666667
290,1158.667282,169.702,1911.0
291,1207.659172,151.42833,1912.333333
292,1948.757245,91.02643,2939.666667
293,2272.709552,208.67288,3575.666667
294,2388.90209,59.893894,2468.666667
295,1272.061682,56.8129,1625.0
296,1682.391441,27.986053,5097.333333
297,1041.621473,58.859077,5994.666667
298,1451.737597,109.8574,2937.333333
299,1977.57234,244.96428,2014.0
300,1268.374612,41.04448,4089.666667
301,2400.642447,49.59586,3129.0
302,1099.247661,67.7468,1929.666667
303,1933.928652,125.63581,1831.0
304,1880.477191,74.92935,3399.333333
305,1886.426552,43.931553,2357.0
306,1953.815622,153.19508,2056.666667
307,1993.961367,23.66913,2092.0
308,3059.049058,220.90276,2080.0
309,1805.731992,71.19386,2748.333333
310,1440.804718,37.729153,2690.333333
311,2192.393744,78.177,2079.666667
312,2046.161802,82.21241,2108.0
313,2160.328759,64.69966,1867.666667
314,1797.304914,196.28604,2004.0
315,1547.615911,40.924118,1720.666667
316,1231.577967,48.84884,2275.0
317,1331.178838,61.74659,4005.666667
318,1171.773422,196.87419,1589.333333
319,1119.035972,48.993507,6972.0
320,1218.328729,96.69334,1820.333333
321,1456.684309,54.97869,3187.0
322,1345.120419,45.961445,3107.666667
323,2109.211541,97.91558,2548.333333
324,2170.486942,54.67729,2128.333333
325,1471.140419,103.06183,1665.666667
326,1698.030017,48.161133,2147.0
327,1295.017528,43.35197,2236.333333
328,1406.440572,51.65814,1953.666667
329,1682.865324,65.6703,1991.666667
330,1336.089869,108.43822,2886.0
331,1783.630186,78.73123,2242.333333
332,2357.839409,232.46458,2898.0
333,1324.286113,127.77199,1645.0
334,1853.628595,80.612045,1729.0
335,1362.799845,101.235596,1588.333333
336,2058.482267,107.174835,1651.666667
337,1653.584508,100.13688,1971.0
338,1656.438311,143.68634,1975.666667
339,1206.449198,67.97221,2695.666667
340,1334.193883,78.050995,1850.666667
341,1304.343379,127.02048,1510.0
342,2170.48928,109.1261,1856.333333
343,1774.248064,57.05626,2713.333333
344,1857.548573,356.4378,1902.0
345,1507.412123,101.1267,2176.333333
346,1425.837775,132.96446,2772.666667
347,1172.726589,71.59709,1535.333333
348,1971.895728,687.1064,2588.0
349,1639.946395,76.63487,2309.0
350,1891.047743,158.03694,2123.0
351,1204.417916,31.331587,2581.0
352,2730.128365,599.7454,3737.0
353,1643.050907,95.47852,3741.666667
354,1719.969378,44.49146,1604.666667
355,1557.112811,97.62587,3049.666667
356,1482.524209,124.69692,1669.0
357,2177.661665,70.95923,2954.333333
358,1692.404292,87.17938,1533.666667
359,1556.451871,98.91393,1686.333333
360,1363.243142,216.60869,2874.333333
361,1691.275261,95.230515,3434.666667
362,1115.794422,74.294334,4472.0
363,2106.155202,62.55309,2590.666667
364,1571.113232,259.52948,1934.333333
365,1418.631579,99.2103,1682.666667
366,2007.185192,43.868324,2679.333333
367,1407.072585,97.36125,2439.333333
368,1564.939625,170.58447,1593.0
369,1490.23768,237.87167,1629.333333
370,1924.820038,142.01418,1683.333333
371,1584.275021,61.556686,2752.333333
372,1462.956954,157.47241,2533.666667
373,2145.828183,79.9669,2034.0
374,2805.873026,152.57448,1260.333333
375,1748.998972,62.469402,1984.0
376,1747.926972,28.55589,1703.333333
377,1938.648534,59.459473,2688.0
378,1214.20601,37.533566,2493.333333
379,1537.693993,66.849434,3804.666667
380,1257.376049,79.1275,1890.0
381,1683.444932,102.86306,1377.0
382,2081.798406,59.732235,3974.666667
383,1588.626286,148.42767,1605.666667
384,1593.975179,51.249176,1229.333333
385,1525.070027,213.52324,1763.666667
386,1466.795938,112.30308,2066.0
387,1718.070297,61.338596,1964.666667
388,1570.25584,80.42667,2050.333333
389,1446.43607,202.102,2075.0
390,1575.107467,124.392815,4485.0
391,1764.295587,124.96886,1994.0
392,2024.467382,125.72327,1900.0
393,1712.018202,116.81692,1680.333333
394,1583.461794,84.301315,1727.0
395,1638.034603,101.38988,2523.0
396,1779.62844,62.47646,2090.666667
397,1470.406446,64.83037,2243.666667
398,1377.54077,75.13683,1908.0
399,1539.768979,134.93915,4951.333333
400,1986.201922,113.079796,3002.0
401,1585.556544,132.09883,2017.666667
402,1490.585615,45.162987,3659.0
403,2101.260452,69.97808,1588.333333
404,2525.705485,45.232296,1533.666667
405,1767.159398,49.506294,4109.333333
406,1529.822433,38.275986,1573.333333
407,1920.828681,127.39863,1733.666667
408,1192.003558,74.87596,1566.333333
409,1569.564109,71.69967,3372.333333
410,1264.045204,69.53363,1867.333333
411,1813.803705,70.08701,1610.666667
412,1365.272049,39.796944,2910.666667
413,1725.73485,65.21007,3393.333333
414,1299.530462,63.117588,2886.666667
415,1838.356558,162.24928,2857.0
416,1982.1574,73.35417,1845.0
417,1114.078066,119.07253,1630.666667
418,1820.828528,87.73803,4075.666667
419,1345.74745,81.33642,2054.666667
420,1883.623005,73.48524,2301.333333
421,1899.449564,48.046722,1797.0
422,1607.012528,43.46519,1328.666667
423,1572.230396,90.352325,1620.333333
424,1677.939144,84.87579,4902.666667
425,1768.831227,141.64699,1989.666667
426,1878.019696,78.09973,1944.0
427,2097.773053,62.945267,1881.0
428,1926.411737,76.13294,5438.333333
429,1996.095215,66.75723,2844.0
430,1616.840309,41.42949,2739.0
431,1401.856294,66.12829,2045.666667
432,1289.006128,59.240112,2022.666667
433,1249.938788,24.319729,2189.333333
434,1636.692581,64.40486,2434.0
435,1702.71433,126.2807,2137.666667
436,1289.941646,72.52069,3893.666667
437,1588.795436,94.34895,1887.666667
438,2130.926434,196.84525,2617.666667
439,1403.08703,107.788795,4252.333333
440,1830.437036,94.40964,1953.0
441,1355.470826,47.121563,2786.666667
442,2267.928237,220.97853,2396.666667
443,1633.776441,195.08781,2395.0
444,1786.929573,203.67538,1974.0
445,1905.598501,22.545296,2561.0
446,2061.496998,304.16644,1914.333333
447,1722.092407,87.77832,4922.333333
448,1276.814118,135.47586,1399.0
449,1454.797983,52.596825,1936.666667
450,1240.693198,163.0834,2794.0
451,1281.667834,43.522022,3312.333333
452,1319.500473,58.27496,2231.0
453,1627.725131,179.94759,2912.666667
454,2250.495244,69.95807,1771.666667
455,1660.063929,66.14575,2277.333333
456,1550.622754,41.99853,2709.0
457,1118.279502,106.937874,1549.333333
458,1805.868134,271.90848,1545.333333
459,2007.398444,68.09805,1401.0
460,2333.57848,238.04245,1615.0
461,1249.375379,589.488,5415.666667
462,2083.290149,213.47714,1975.0
463,1419.029829,88.21262,2989.333333
464,2091.081821,163.20554,2175.666667
465,1844.418122,165.42578,4753.0
466,1047.751838,151.35437,2313.0
467,1845.726866,74.82677,2445.0
468,1285.836526,144.93466,3865.0
469,2181.783863,184.3441,4796.666667
470,2213.587856,62.665077,4606.666667
471,2152.117518,70.172195,2445.0
472,1704.388961,57.22018,1774.0
473,1973.867213,243.37032,2092.666667
474,1871.500187,97.41186,1919.333333
475,1996.766572,69.52188,1715.666667
476,1799.001312,271.78436,1893.666667
477,2677.007357,104.26391,3058.333333
478,2115.394387,38.407856,2179.0
479,2356.784218,135.23544,2965.0
480,1438.715262,94.02595,2137.333333
481,1434.538365,135.63367,2027.666667
482,1768.949351,138.39047,2697.0
483,1392.646476,115.3714,6473.333333
484,1414.190008,44.832577,4157.666667
485,1920.538302,72.78018,3008.0
486,1271.793232,164.84627,2303.333333
487,1177.002326,77.56842,2038.333333
488,1372.299748,76.67846,2416.666667
489,1555.936066,100.10327,1572.333333
490,1579.23482,39.253815,1440.666667
491,1158.819992,121.08213,2550.0
492,2040.824329,85.8529,2010.666667
493,2198.567326,98.46132,1621.333333
494,995.0203838,166.03027,2292.333333
495,1255.631182,119.69812,2309.333333
496,1699.639509,89.72774,1608.333333
497,1608.417861,235.07361,1834.333333
498,2437.722956,83.96899,5586.666667
499,1978.082923,128.75873,2452.333333
500,2129.016118,94.59897,2548.666667
501,1355.335773,122.73418,2504.666667
502,1725.927686,107.30374,1706.666667
503,1772.511268,79.0378,2664.333333
504,1524.004433,103.190155,2057.0
505,1465.312282,65.735306,1628.0
506,2570.121005,145.79959,2392.0
507,1731.128934,142.3313,1728.333333
508,2206.156668,177.0321,1786.666667
509,1617.52515,122.99328,2551.0
510,1466.833152,130.069,3707.333333
511,1127.205439,75.63385,2012.666667
512,1581.164471,56.786972,1801.333333
513,2024.804704,97.32159,2481.666667
514,1787.089656,128.76788,2032.0
515,1593.686786,60.98754,1900.333333
516,1264.219461,59.44344,3714.666667
517,1034.673243,136.56879,1612.0
518,1729.100135,140.75069,1958.333333
519,1411.462315,91.0681,2052.0
520,1906.313453,62.402344,1538.666667
521,1756.176286,228.3971,4080.0
522,1239.357883,48.59533,3876.333333
523,2157.099614,256.0282,2135.333333
524,2071.447908,117.7736,2495.333333
525,1794.064156,98.628944,2778.666667
526,1304.17337,43.83277,3760.0
527,1415.231106,27.240417,1405.0
528,1923.208484,142.06401,1662.666667
529,1584.905685,219.61124,1541.333333
530,1875.015106,49.983597,2397.666667
531,1480.235254,108.522865,3103.0
532,2170.289107,90.65577,2360.666667
533,1541.491499,164.20341,2395.333333
534,1811.207373,89.735085,3141.333333
535,2123.635751,70.92827,2656.0
536,1618.024487,90.5071,3170.0
537,1658.151807,159.59537,3704.666667
538,1186.449201,98.00708,1485.0
539,2396.310524,277.94287,1791.666667
540,1666.112837,214.92496,1829.666667
541,1054.923208,50.23926,1836.0
542,1156.368616,76.979126,2027.0
543,1466.575396,50.333862,1818.333333
544,1491.544704,95.76193,1924.333333
545,1826.317364,179.74422,1902.333333
546,1795.229358,308.27762,2018.333333
547,1494.251991,74.23986,1808.666667
548,1449.489884,101.845856,2285.333333
549,2443.16744,60.306923,1195.0
550,1498.882919,326.7859,1891.0
551,1635.253256,48.44276,2480.666667
552,1773.38326,442.71405,2358.333333
553,1306.797449,52.60992,2766.0
554,1183.450952,238.33194,1991.333333
555,1669.748279,61.457535,2943.333333
556,1946.918591,74.38672,2934.333333
557,1989.29375,147.25188,2001.333333
558,1493.633903,74.4516,2596.666667
559,1181.536354,60.746586,2096.333333
560,1663.491811,29.761074,1818.666667
561,1592.094798,7.0244207,1850.666667
562,1117.607955,52.791496,2117.333333
563,1087.529564,57.588726,2327.0
564,1592.539363,57.32128,1712.666667
565,1126.20155,161.80252,3963.333333
566,1502.279419,228.10721,2566.666667
567,1512.722511,183.3267,1972.333333
568,2174.052186,183.66138,4166.666667
569,1808.070398,47.19994,2109.333333
570,2533.577367,37.34022,1973.333333
571,1660.8718,20.364243,3249.666667
572,1279.074029,90.98226,2328.333333
573,2020.613026,42.8926,1645.333333
574,1443.028032,88.994095,2089.0
575,1607.246908,66.625175,1380.666667
576,1232.426224,96.86467,1882.0
577,1682.738042,117.316475,2695.333333
578,1504.677905,239.41444,1544.0
579,1754.596296,45.352154,1756.333333
580,1572.896182,66.83971,2735.0
581,2062.180849,126.24842,2378.666667
582,1255.071214,60.80159,3403.666667
583,1272.028581,107.644714,3751.0
584,2048.321191,99.991,3129.666667
585,2156.85932,73.79692,2529.0
586,1447.114842,68.771,2075.666667
587,1364.90763,89.25063,1809.333333
588,1477.116212,285.32068,1407.333333
589,1618.445335,108.562004,1891.666667
590,1291.497797,94.22684,1983.333333
591,1527.683323,73.88073,2362.0
592,1135.940843,125.86437,2775.666667
593,1045.627762,99.91331,7248.666667
594,2371.969063,162.90872,1882.666667
595,1475.729838,32.581654,1744.0
596,2170.046118,109.032486,1819.666667
597,2146.182895,190.56143,1765.666667
598,1554.997421,77.89317,6680.0
599,1308.473196,177.84772,1503.0
600,1464.636969,31.70276,3128.333333
601,2215.400804,49.83746,1712.666667
602,1348.065626,57.281956,3426.0
603,1614.888766,88.79618,2506.0
604,1944.843858,82.27506,1514.333333
605,1679.544014,101.26074,2764.333333
606,1285.514511,50.41888,2115.333333
607,1342.839658,178.27016,2026.666667
608,1561.436998,124.23537,2185.0
609,1474.493625,70.73022,1544.666667
610,1603.508738,111.17439,1844.0
611,1814.851285,173.89844,2933.0
612,1890.159826,98.40178,1876.0
613,1548.882886,199.06064,1720.0
614,1568.749153,132.05846,1651.333333
615,1724.271259,83.39204,1704.333333
616,1175.3928,38.57636,2318.0
617,1249.371432,167.03093,1918.0
618,1129.045491,78.99615,2059.333333
619,1748.15684,39.522755,2186.333333
620,1532.717132,160.9793,2566.666667
621,1537.865814,44.32268,2131.0
622,2110.189845,90.96008,2771.666667
623,1785.359872,81.769585,3307.0
624,2136.165724,50.446148,2479.333333
625,2145.050011,89.44546,3322.0
626,1336.440715,23.26217,1939.0
627,1677.820657,36.499893,1915.666667
628,1653.245012,140.93858,1981.333333
629,1750.80387,59.345093,2256.0
630,1656.663217,294.50082,4398.666667
631,1582.299296,287.73782,3793.333333
632,1167.23419,71.69938,2308.0
633,1248.355258,86.0877,1721.333333
634,2062.92531,150.13737,1720.0
635,1231.47198,53.527214,2644.0
636,2164.146279,90.62339,2578.666667
637,1904.125231,65.45496,1843.666667
638,2098.66855,71.427956,1658.0
639,1558.856842,82.12996,2144.0
640,1407.511947,127.62616,1614.666667
641,2015.947949,37.255558,2703.666667
642,1420.557365,65.727875,2517.0
643,1717.525199,42.60799,1747.0
644,2174.781247,33.654106,2033.666667
645,1968.180943,29.7335,1891.333333
646,1722.283602,62.736397,2604.666667
647,1547.695872,229.60596,1956.666667
648,1997.988213,828.41626,2518.0
649,1760.058181,60.070232,3022.666667
650,2132.023034,138.80734,3523.0
651,1395.062696,133.18224,2487.0
652,1246.209698,531.54626,2788.0
653,2033.402331,200.37242,1759.666667
654,2108.04849,89.53427,4089.0
655,1863.128182,110.47075,2359.666667
656,1561.498391,74.55042,2489.333333
657,2393.450029,54.76117,2954.0
658,2156.565328,66.67152,3762.0
659,1281.111136,47.89518,3348.333333
660,1403.955546,74.48627,1527.333333
661,1289.17241,98.18053,1825.666667
662,1668.099309,83.58272,1655.0
663,1942.957607,79.11078,3512.333333
664,1553.495228,45.853687,1356.0
665,1588.093257,123.40358,1946.333333
666,1137.961819,25.640545,2583.666667
667,1596.854591,51.830788,3054.0
668,1885.96588,49.44247,1754.0
669,1732.811219,95.36957,1616.0
670,1433.067627,90.44571,5486.333333
671,1748.84647,62.189434,1593.666667
672,1930.588748,65.71006,2038.0
673,1111.076733,28.865961,1622.666667
674,1529.718994,112.81837,3510.666667
675,1561.61303,70.39705,1772.666667
676,2004.376822,52.17983,1798.666667
677,1921.833682,46.076458,2127.333333
678,1910.49976,54.774117,1499.333333
679,1072.067034,100.75788,1744.0
680,1458.027877,35.32507,2975.333333
681,2331.989949,44.04016,1836.666667
682,2159.85181,64.50173,3281.333333
683,1686.601723,103.86638,1643.666667
684,1757.019207,72.298035,1754.666667
685,1854.203123,134.46872,2324.666667
686,2225.598297,75.21235,3300.666667
687,1127.615093,91.34574,2932.666667
688,1866.956488,47.236946,3416.0
689,1506.897545,40.787407,2592.666667
690,1183.397146,60.186367,1519.333333
691,1235.299631,63.93661,5539.0
692,1714.52194,84.71094,2838.666667
693,1520.670246,101.48089,2865.0
694,1524.220725,81.022514,2597.0
695,1903.796808,46.917824,3613.666667
696,2163.196878,39.15589,2729.666667
697,2224.980688,30.57418,3714.666667
698,1442.128234,106.90948,2977.333333
699,1986.371267,65.266426,1725.0
700,1532.313912,102.82254,2201.0
701,1744.925283,85.01511,2082.666667
702,1651.049514,112.8722,1965.666667
703,1812.97354,307.6781,2122.666667
704,2279.09291,94.45023,1796.333333
705,1685.458536,260.97437,3839.666667
706,1080.857573,63.6904,2071.333333
707,1539.113203,164.62535,3245.0
708,2128.651036,374.0346,2435.333333
709,1272.254559,241.13792,2404.0
710,1486.339906,457.32608,3184.333333
711,1881.302641,154.68329,1933.333333
712,1886.956506,119.686424,4072.666667
713,1586.992834,73.59645,2234.333333
714,2143.853094,102.112015,2487.333333
715,1737.410007,72.76961,1822.333333
716,1702.892619,148.77829,3088.0
717,2350.573837,73.59908,1895.0
718,1790.292271,87.83231,3046.666667
719,1457.245475,38.541897,2620.333333
720,1253.00556,128.91954,3043.0
721,1121.267431,51.518772,2382.666667
722,2236.098357,81.71429,2578.0
723,1305.351602,51.51504,2296.666667
724,1828.602338,58.97206,3755.666667
725,1630.861657,188.81602,4238.333333
726,1508.718313,68.1433,1797.0
727,1328.234373,61.173817,1797.666667
728,1163.920705,71.36759,3057.0
729,1689.067848,63.16139,4646.0
730,1867.123736,42.69272,1792.333333
731,1857.124606,102.96842,1789.666667
732,1195.183663,80.735306,2470.0
733,1535.059319,250.44582,5093.0
734,1765.995701,89.306755,2909.333333
735,1960.395817,102.449715,3789.666667
736,2470.697384,50.402508,3287.666667
737,2153.165209,72.75073,3164.333333
738,1923.673811,642.846,2006.0
739,1693.578618,86.475815,2333.333333
740,1494.94021,99.91962,2583.333333
741,1700.153799,133.46906,2135.333333
742,1524.030034,69.57088,1998.0
743,1369.24174,112.05726,1821.666667
744,1704.3482,73.18745,3248.333333
745,1621.615232,131.43188,1863.0
746,1883.667643,41.191708,3256.666667
747,1467.119003,137.44821,2787.0
748,1671.783845,32.355625,1885.333333
