,Mean,Mode,Median,Standard Deviation,Zero Crossing Rate,RMS,Ampl. Env,Human/Robo
6398,-1.26,0,0.0,2846.46,10339,2846.463386379666,16038.0,1
6399,-4.79,0,0.0,3739.42,7400,3739.41844275283,16124.0,1
6400,0.96,34,38.0,3841.45,9975,3841.453163843079,16124.0,1
6401,6.38,0,0.0,2694.57,7463,2694.577998499951,14406.0,1
6402,-0.31,0,0.0,2949.58,7137,2949.580141308251,19018.0,1
6403,-5.18,0,4.0,3607.15,12244,3607.1558408252895,19018.0,1
6404,1.13,0,0.0,2874.72,10557,2874.7215986943847,13881.0,1
6405,0.7,0,0.0,3192.21,9112,3192.212398948416,18786.0,1
6406,-1.05,0,31.0,3639.16,10913,3639.1553333156858,18786.0,1
6407,-1.02,0,0.0,2945.25,10855,2945.251753246232,15029.0,1
6408,-6.05,0,0.0,3747.21,8410,3747.217966705433,18645.0,1
6409,-1.46,0,0.0,3616.24,6121,3616.2432288218665,18645.0,1
6410,1.7,0,0.0,3110.01,8605,3110.009972652821,19091.0,1
6411,-0.81,0,0.0,3134.26,11467,3134.262816038247,19091.0,1
6412,-3.48,8,22.0,3756.24,7882,3756.2440935061713,16185.0,1
6413,-0.67,0,0.0,3287.46,6716,3287.460227896301,16185.0,1
6414,1.89,0,0.0,2652.99,5251,2652.986995821879,17823.0,1
6415,-1.63,0,0.0,2897.0,7156,2897.001567137995,17823.0,1
6416,-2.67,0,0.0,2705.14,8865,2705.144212421955,13984.0,1
6417,-3.94,0,0.0,3034.23,10051,3034.2333545724528,14434.0,1
6418,-1.12,0,0.0,3369.91,9506,3369.914335706473,16471.0,1
6419,0.01,0,0.0,3322.82,7093,3322.817610101403,16471.0,1
6420,-1.29,0,0.0,3367.63,6682,3367.629258098344,15019.0,1
6421,0.0,0,0.0,3368.46,7905,3368.4576069768195,15019.0,1
6422,2.3,0,0.0,2751.61,10318,2751.610045046354,14578.0,1
6423,0.52,0,0.0,2794.84,11247,2794.8376822277173,14578.0,1
6424,-4.15,0,0.0,3457.41,9603,3457.4107985601017,15849.0,1
6425,-3.19,0,0.0,3445.34,9775,3445.3379558470024,15849.0,1
6426,-1.52,0,0.0,2977.02,7423,2977.0185219443965,15832.0,1
6427,1.75,0,0.0,3195.66,9570,3195.6564208312507,15449.0,1
6428,1.49,0,0.0,2912.19,14112,2912.19444234069,15681.0,1
6429,-1.46,0,0.0,2829.52,9472,2829.518602165393,17348.0,1
6430,-7.85,0,0.0,3534.32,3974,3534.3321023921903,17348.0,1
6431,-8.52,0,0.0,3280.28,7166,3280.295003501972,14062.0,1
6432,-0.55,0,0.0,3032.54,9099,3032.539440798751,15188.0,1
6433,-1.73,0,0.0,3133.16,9414,3133.156812226289,15188.0,1
6434,-6.13,0,0.0,3331.02,9376,3331.030447173968,14782.0,1
6435,0.57,0,0.0,3503.25,6555,3503.252745663664,18447.0,1
6436,0.06,0,0.0,3385.14,9314,3385.1369174672977,17731.0,1
6437,1.54,41,26.0,3233.92,9448,3233.917413911493,15631.0,1
6438,3.47,0,11.0,3272.52,7200,3272.517731044402,15631.0,1
6439,-1.11,0,0.0,2729.03,8305,2729.0294318676742,17333.0,1
6440,-5.6,0,0.0,3058.12,7262,3058.1241652359377,17333.0,1
6441,-6.12,0,0.0,3147.72,7645,3147.724586109782,17767.0,1
6442,-5.04,0,0.0,2935.52,7720,2935.527356370572,17767.0,1
6443,-4.37,0,0.0,3184.97,9578,3184.9731631522423,16315.0,1
6444,-1.71,0,0.0,2871.15,10555,2871.1468475158144,15819.0,1
6445,-1.25,0,0.0,3105.17,8097,3105.171310894135,12212.0,1
6446,1.41,0,0.0,3302.57,7434,3302.5664822982744,14218.0,1
6447,1.31,0,0.0,3666.42,6504,3666.4223788319855,15868.0,1
6448,0.06,0,0.0,3771.03,6059,3771.028011033596,15868.0,1
6449,-7.28,0,0.0,2930.23,6483,2930.235091251212,14514.0,1
6450,-9.14,0,0.0,2890.64,8062,2890.6546870907982,18982.0,1
6451,-0.86,0,0.0,3036.52,7411,3036.518126077959,18982.0,1
6452,0.77,0,0.0,3139.89,7864,3139.890736952482,17747.0,1
6453,-1.98,0,0.0,3021.21,6757,3021.2096484686394,16203.0,1
6454,-4.27,0,0.0,3165.0,5629,3164.9982085302986,18909.0,1
6455,-3.92,0,0.0,3252.48,9801,3252.4792605026705,18909.0,1
6456,1.45,0,0.0,2795.88,8740,2795.8793822337902,13643.0,1
6457,-2.31,0,0.0,3652.79,5566,3652.795246109478,17071.0,1
6458,-6.01,0,0.0,3762.07,8841,3762.07854383717,17071.0,1
6459,-1.11,0,0.0,3263.85,8748,3263.852052406788,15964.0,1
6460,-0.65,0,0.0,3428.45,4672,3428.4488241769045,13529.0,1
6461,-4.07,0,0.0,3230.09,4241,3230.09716572118,14725.0,1
6462,-4.38,0,0.0,3182.2,5539,3182.203585567712,18210.0,1
6463,-2.08,0,0.0,3533.67,6209,3533.669838850257,18210.0,1
6464,-0.17,0,0.0,3078.88,5632,3078.877745218215,16835.0,1
6465,-3.19,0,0.0,2976.47,6870,2976.467938681685,16804.0,1
6466,-4.84,0,1.0,3630.9,7404,3630.902021536797,16204.0,1
6467,-2.87,0,26.0,3665.65,7746,3665.651444150139,17053.0,1
6468,-1.2,0,0.0,3098.18,6648,3098.179389577046,17053.0,1
6469,-0.1,0,0.0,2514.95,7822,2514.946247934536,17832.0,1
6470,-0.39,0,0.0,3385.18,7896,3385.183675962059,17832.0,1
6471,-4.12,0,0.0,3343.75,7138,3343.753675138167,17622.0,1
6472,-2.91,0,0.0,3073.76,5581,3073.7619149830066,17943.0,1
6473,-2.36,0,0.0,3278.11,7730,3278.1108523050284,18045.0,1
6474,-1.8,0,0.0,3165.02,7329,3165.0251610374285,18045.0,1
6475,-1.56,0,0.0,3888.09,5490,3888.089282668288,18487.0,1
6476,0.79,-19,37.0,4159.81,7072,4159.808149422278,18487.0,1
6477,2.59,0,0.0,2917.83,5950,2917.831079757703,18029.0,1
6478,5.9,0,0.0,3122.69,5466,3122.6916578490423,16202.0,1
6479,3.22,0,0.0,3791.84,5036,3791.844222802408,16562.0,1
6480,-6.47,0,15.0,3876.59,8938,3876.598577361344,19707.0,1
6481,-2.76,0,0.0,3086.0,5873,3086.0010045364534,18142.0,1
6482,-0.85,0,0.0,2689.74,6004,2689.7414764248256,17496.0,1
6483,-3.35,0,0.0,3164.64,6605,3164.643869379302,17595.0,1
6484,-4.67,0,0.0,3700.95,4100,3700.948514908037,18131.0,1
6485,-1.35,0,0.0,3296.83,6376,3296.831942941587,18131.0,1
6486,-0.4,0,0.0,3441.64,7817,3441.6374126278906,15985.0,1
6487,-0.67,0,0.0,3562.52,6812,3562.523612553326,15985.0,1
6488,0.32,0,0.0,3048.99,8009,3048.9930682112085,14099.0,1
6489,-0.61,0,0.0,2950.74,7062,2950.742811564573,15842.0,1
6490,0.13,0,0.0,2891.57,7579,2891.565475655013,15842.0,1
6491,-0.81,0,0.0,2764.79,7321,2764.785369608281,15842.0,1
6492,-1.91,0,0.0,2714.21,7552,2714.210962692473,15842.0,1
6493,0.06,0,0.0,2470.99,12229,2470.9871610350388,15842.0,1
6494,3.6,0,0.0,3045.31,10145,3045.3148917640683,12884.0,1
6495,3.01,0,0.0,3579.79,7475,3579.790160051284,16023.0,1
6496,1.01,0,0.0,3458.05,5206,3458.051212749748,16023.0,1
6497,0.32,0,0.0,3156.82,9269,3156.816461246995,12912.0,1
6498,-3.93,0,0.0,3672.98,6124,3672.9787298594574,16358.0,1
6499,-2.85,-36,36.0,3984.2,5382,3984.202410771822,17055.0,1
6500,1.13,0,0.0,3281.22,3893,3281.215213910846,17055.0,1
6501,0.22,0,0.0,2502.52,3799,2502.5240718122973,12166.0,1
6502,-2.84,0,0.0,2996.0,3565,2996.004460944609,12817.0,1
6503,-6.55,0,0.0,3838.21,5705,3838.212585305822,18576.0,1
6504,-7.98,0,23.0,4038.86,7713,4038.869557190477,18786.0,1
6505,-7.33,0,0.0,3388.51,7575,3388.5198287748003,18786.0,1
6506,-6.02,0,0.0,2810.08,6450,2810.0860360494303,17891.0,1
6507,1.03,0,32.0,3710.92,7538,3710.921205037908,17121.0,1
6508,-0.46,0,0.0,2756.3,6229,2756.3021278517344,19276.0,1
6509,-1.48,0,0.0,3068.94,6320,3068.941884428573,19276.0,1
6510,-0.67,0,0.0,3441.29,6855,3441.2874959817004,16936.0,1
6511,-2.21,0,0.0,3847.16,4639,3847.1633640904815,18131.0,1
6512,-2.1,0,0.0,3756.28,5029,3756.277091749223,18131.0,1
6513,-3.6,0,0.0,3542.35,5443,3542.3470524498302,18866.0,1
6514,-4.91,0,0.0,3521.1,7732,3521.1019226940875,18866.0,1
6515,-3.02,0,0.0,3533.72,8266,3533.720597330808,16760.0,1
6516,1.0,0,0.0,3440.35,4172,3440.354730256751,15127.0,1
6517,-2.26,0,0.0,3412.03,5773,3412.0304013885925,16882.0,1
6518,-1.42,0,0.0,2784.42,10771,2784.4250160490947,16882.0,1
6519,-2.04,0,0.0,2643.93,8625,2643.934740117464,15840.0,1
6520,-2.57,0,0.0,3826.64,5776,3826.638348472455,15840.0,1
6521,-0.88,0,0.0,3834.69,6949,3834.6931767743818,15150.0,1
6522,-1.88,0,0.0,3740.75,6113,3740.746064624008,16148.0,1
6523,-3.05,0,0.0,3879.74,6761,3879.741783933565,16148.0,1
6524,-2.06,0,0.0,3041.01,9676,3041.0102433237544,15578.0,1
6525,-1.51,0,0.0,4095.7,7363,4095.698821935031,17387.0,1
6526,-0.37,32,60.0,4209.38,4986,4209.384641488587,17529.0,1
6527,-0.79,0,15.0,3576.17,5313,3576.166699134704,17529.0,1
6528,-2.35,0,0.0,2683.22,6299,2683.2228178069745,17401.0,1
6529,-1.48,0,0.0,2483.28,10225,2483.2846916936446,17401.0,1
6530,-2.84,0,0.0,3652.53,9062,3652.527138845104,17460.0,1
6531,-2.56,0,0.0,3743.16,5180,3743.156583687089,17460.0,1
6532,-1.28,0,0.0,3341.14,4545,3341.144669121647,16570.0,1
6533,-4.7,0,0.0,3267.15,7494,3267.1547805391774,16570.0,1
6534,-0.18,0,0.0,3414.84,8251,3414.841962668258,16484.0,1
6535,-3.51,0,0.0,3381.16,9153,3381.163256928006,16484.0,1
6536,-3.13,0,0.0,3038.61,8519,3038.609185137174,13984.0,1
6537,-1.76,0,0.0,3507.8,7562,3507.802302011902,16895.0,1
6538,-0.49,0,0.0,2986.08,6220,2986.075712368995,16895.0,1
6539,-5.51,0,0.0,3311.97,3071,3311.9718431774145,14237.0,1
6540,-7.26,0,0.0,3558.24,4698,3558.2450857129,14237.0,1
6541,-2.77,0,0.0,3139.78,4924,3139.779966812961,18406.0,1
6542,-0.52,0,0.0,3652.08,4478,3652.083336946188,18406.0,1
6543,-2.34,0,0.0,2774.59,7982,2774.5904274324885,19436.0,1
6544,-5.64,0,0.0,3743.39,4753,3743.397168348557,19436.0,1
6545,-7.47,0,0.0,3971.51,4813,3971.51363588242,13775.0,1
6546,-2.8,0,0.0,3296.2,6525,3296.1997451610846,16685.0,1
6547,-2.59,0,0.0,3470.03,7255,3470.027453781886,17643.0,1
6548,-5.81,0,0.0,3022.61,6562,3022.6166313312046,17643.0,1
6549,-4.45,0,0.0,3259.03,4814,3259.036839313112,18028.0,1
6550,-3.63,0,0.0,3901.73,4124,3901.732266570837,18028.0,1
6551,-0.63,0,0.0,3768.1,6817,3768.0954764973776,17016.0,1
6552,-2.7,0,0.0,2757.39,6405,2757.393642554505,12909.0,1
6553,-1.8,0,0.0,2556.52,9253,2556.5206922690845,12909.0,1
6554,-1.34,0,0.0,2739.36,11317,2739.357320613724,17215.0,1
6555,-2.01,0,0.0,3479.74,9027,3479.743832525607,17215.0,1
6556,-2.81,0,0.0,3443.89,9226,3443.895487670902,15491.0,1
6557,1.25,0,0.0,2854.34,7982,2854.344625303679,13304.0,1
6558,7.64,0,0.0,3283.81,5065,3283.818731294406,13458.0,1
6559,-0.21,0,0.0,3546.89,6126,3546.889920761568,13458.0,1
6560,-3.47,0,0.0,3090.08,5478,3090.08304742769,13959.0,1
6561,-1.57,0,0.0,3339.64,7511,3339.63570618114,13607.0,1
6562,-4.07,0,0.0,3080.93,6569,3080.9307668300503,13607.0,1
6563,-1.69,0,0.0,3086.45,4160,3086.4535068586406,14071.0,1
6564,-4.62,0,0.0,3196.68,4944,3196.6789454056843,14071.0,1
6565,-2.98,0,0.0,3303.98,5284,3303.984014791839,16004.0,1
6566,-0.02,0,0.0,3496.17,5450,3496.167839220537,17642.0,1
6567,-1.66,0,0.0,3339.87,7441,3339.873966184952,17642.0,1
6568,-7.2,0,0.0,3497.32,7742,3497.3236781859355,15532.0,1
6569,-8.75,0,0.0,3627.73,6254,3627.740908609654,15348.0,1
6570,0.01,0,0.0,2805.67,9239,2805.674569510869,17808.0,1
6571,1.72,0,0.0,3357.84,7282,3357.8410965976336,17808.0,1
6572,-1.82,0,0.0,3632.52,5773,3632.516371607979,15856.0,1
6573,0.05,0,0.0,3573.85,6382,3573.8540177237232,15698.0,1
6574,2.8,0,0.0,3355.35,6624,3355.3546951104886,17133.0,1
6575,-0.9,0,0.0,3449.04,8862,3449.0358029455133,17133.0,1
6576,-1.08,0,0.0,3459.4,8084,3459.4044328467867,17198.0,1
6577,-0.0,0,0.0,3246.97,8093,3246.9723020069023,17198.0,1
6578,3.79,37,42.0,3280.6,8394,3280.602369992438,16641.0,1
6579,-1.23,0,0.0,3131.95,6811,3131.9524661143887,13881.0,1
6580,-4.25,0,0.0,3482.98,3006,3482.985493796952,16995.0,1
6581,-0.64,0,0.0,3555.13,6349,3555.130181863949,16995.0,1
6582,3.62,4,44.0,3480.33,6894,3480.3290778315777,16085.0,1
6583,3.98,-23,66.0,3758.83,5457,3758.834008040259,16598.0,1
6584,-0.64,0,0.0,3036.28,6733,3036.2805749798554,17746.0,1
6585,-6.95,0,0.0,3411.32,6313,3411.3235833031144,17746.0,1
6586,-8.13,0,0.0,3660.65,5871,3660.6558783911937,16433.0,1
6587,-2.13,0,0.0,2914.42,8958,2914.422423054009,14490.0,1
6588,-0.7,0,1.0,3700.86,5037,3700.864263925388,14528.0,1
6589,-0.98,0,0.0,3635.9,6120,3635.900870485883,20104.0,1
6590,-4.11,0,0.0,3273.19,8312,3273.189494972756,20104.0,1
6591,-3.86,0,0.0,3324.81,8772,3324.8129842143003,15232.0,1
6592,-2.82,0,0.0,3537.93,6956,3537.931298089323,15191.0,1
6593,-1.95,0,0.0,3395.48,5673,3395.48522747486,16354.0,1
6594,-6.14,0,0.0,3441.99,8014,3441.998734747008,18157.0,1
6595,-6.3,0,0.0,2810.41,8615,2810.415065430728,18157.0,1
6596,0.26,0,0.0,2461.07,8935,2461.068251796362,17750.0,1
6597,-2.85,0,0.0,3475.04,7073,3475.0455061768616,18207.0,1
6598,1.36,0,0.0,3045.52,9716,3045.5203545535533,14883.0,1
6599,0.89,0,0.0,3148.72,8290,3148.720533804167,14324.0,1
6600,1.3,0,0.0,3441.28,7818,3441.280716535633,14704.0,1
6601,1.4,0,0.0,2842.16,12270,2842.1571877712886,14704.0,1
6602,0.55,0,0.0,3064.96,9937,3064.9584972720268,15309.0,1
6603,-0.83,0,0.0,3313.4,7512,3313.3978692574788,17036.0,1
6604,-4.06,0,0.0,3408.57,6237,3408.5768379193096,17468.0,1
6605,-1.22,0,0.0,3332.48,5641,3332.4836638759384,17468.0,1
6606,-1.45,0,0.0,3673.1,5788,3673.095860442523,15787.0,1
6607,-0.42,-43,39.0,3625.82,5691,3625.815108358395,15870.0,1
6608,0.42,0,2.0,3289.23,5687,3289.2313402982163,15870.0,1
6609,-2.13,0,0.0,2816.82,5572,2816.81863633426,17812.0,1
6610,-6.7,0,0.0,3600.5,4302,3600.5039966649115,17812.0,1
6611,-4.7,0,0.0,3901.52,3336,3901.523571631985,16823.0,1
6612,-0.55,0,0.0,3199.56,5770,3199.5588133366136,16812.0,1
6613,-1.51,0,0.0,2967.63,9880,2967.632800735293,17535.0,1
6614,-0.21,0,0.0,3274.7,8701,3274.704142361566,17535.0,1
6615,-4.79,0,0.0,3088.92,12224,3088.9261451190446,18006.0,1
6616,-2.36,0,0.0,3011.72,9872,3011.71853100518,15148.0,1
6617,-3.9,0,0.0,3442.97,7656,3442.975811707076,13209.0,1
6618,-1.99,0,0.0,3448.35,7185,3448.35048537703,15636.0,1
6619,-0.83,0,0.0,3051.07,6450,3051.0654221107748,15636.0,1
6620,-2.91,0,0.0,2890.07,8811,2890.069359029295,12669.0,1
6621,-1.03,0,0.0,3235.91,8768,3235.91284802295,18112.0,1
6622,1.35,0,0.0,3739.65,7900,3739.648932720824,18112.0,1
6623,-1.75,0,44.0,4030.49,7721,4030.493664552768,16263.0,1
6624,-2.22,0,0.0,3404.92,10235,3404.919687745953,18330.0,1
6625,-2.46,7,12.0,3760.4,9191,3760.397550791671,18330.0,1
6626,0.4,0,6.0,3574.07,5998,3574.0655058350567,17815.0,1
6627,0.54,0,0.0,2897.39,4828,2897.39265029785,16439.0,1
6628,-2.63,0,0.0,3463.12,5395,3463.119312123104,18447.0,1
6629,-4.21,0,0.0,3712.29,4730,3712.292600267387,18447.0,1
6630,-4.96,0,0.0,3282.2,5604,3282.202269818239,15842.0,1
6631,-3.89,0,0.0,3551.34,8869,3551.3397007326685,17374.0,1
6632,-1.64,0,0.0,3179.78,10433,3179.7843118677088,17374.0,1
6633,1.11,0,0.0,3066.47,4062,3066.470539561729,17506.0,1
6634,-0.83,0,0.0,3483.73,5701,3483.730547846661,17506.0,1
6635,-0.08,0,0.0,3060.53,8827,3060.5255610760714,16928.0,1
6636,-1.21,0,0.0,2625.91,9041,2625.9063216344944,16986.0,1
6637,-3.0,0,0.0,2783.23,7707,2783.231997157261,17377.0,1
6638,-2.31,0,0.0,3027.08,8297,3027.076275880738,17377.0,1
6639,-1.2,0,0.0,2804.86,7452,2804.859980462483,16705.0,1
6640,-1.55,0,0.0,2832.8,7151,2832.8049332772634,16705.0,1
6641,-2.19,0,0.0,3366.75,8755,3366.7462734812675,14288.0,1
6642,1.04,0,0.0,3370.54,7132,3370.5424489242087,14793.0,1
6643,-2.19,0,0.0,3455.32,6507,3455.3256257551184,16389.0,1
6644,-0.34,0,0.0,2877.83,5032,2877.8339754058084,16389.0,1
6645,1.55,0,0.0,2251.4,8370,2251.3964000148885,14883.0,1
6646,-0.77,0,0.0,2439.84,11706,2439.842804362609,14883.0,1
6647,1.14,0,0.0,3075.13,7753,3075.125454351416,14230.0,1
6648,-1.55,0,0.0,3720.55,5490,3720.548682654213,14844.0,1
6649,-3.64,0,0.0,3649.93,7490,3649.928269158176,14844.0,1
6650,-2.04,0,0.0,3378.59,6573,3378.591968557316,17518.0,1
6651,-4.03,0,0.0,2998.06,8630,2998.062977990956,18500.0,1
6652,-1.85,0,0.0,2907.69,7163,2907.693936782205,18500.0,1
6653,2.7,-14,24.0,3417.09,6118,3417.087651787703,17371.0,1
6654,0.64,0,0.0,3292.7,5531,3292.700466182735,17371.0,1
6655,-0.14,0,0.0,2775.61,8199,2775.6094646041256,15437.0,1
6656,0.72,0,0.0,2115.44,13125,2115.4435705071405,15437.0,1
6657,-5.89,0,0.0,3160.79,11277,3160.7980558713334,16852.0,1
6658,-8.44,0,16.0,3872.25,7921,3872.262797125216,16852.0,1
6659,-3.34,0,0.0,3340.06,6842,3340.059903654424,15385.0,1
6660,-0.55,0,0.0,3527.68,5203,3527.6789975846723,17703.0,1
6661,-1.62,0,0.0,3498.79,4102,3498.7907353827263,17703.0,1
6662,-2.65,0,0.0,3541.3,6247,3541.299536893201,16670.0,1
6663,-3.09,0,0.0,3751.6,10242,3751.599646817341,16956.0,1
6664,-3.94,0,11.0,4147.23,9512,4147.229433007053,16956.0,1
6665,-2.53,0,0.0,3188.28,6497,3188.2791377167714,15618.0,1
6666,-4.35,0,0.0,3090.31,5513,3090.3176034187813,15618.0,1
6667,-5.49,0,0.0,3619.37,5666,3619.376616214455,15741.0,1
6668,-7.64,0,0.0,3533.13,7086,3533.1428176624845,16585.0,1
6669,-1.79,0,0.0,2735.87,9856,2735.8752073148366,17297.0,1
6670,-6.02,0,0.0,3190.86,7034,3190.8691120132144,17714.0,1
6671,-4.74,0,0.0,3462.49,7796,3462.4963797815008,17714.0,1
6672,-3.1,0,0.0,3156.65,10688,3156.6478216614537,18120.0,1
6673,-2.4,0,0.0,3335.42,9599,3335.424733073736,18120.0,1
6674,-2.88,0,32.0,3819.47,8195,3819.469292977756,17652.0,1
6675,-5.27,0,0.0,3252.08,5591,3252.086611700248,17652.0,1
6676,-7.17,0,0.0,3549.12,4938,3549.124097576753,17667.0,1
6677,-8.29,0,0.0,3914.24,9043,3914.253386023956,17965.0,1
6678,0.27,0,0.0,3374.76,5033,3374.761111545527,17467.0,1
6679,2.76,0,29.0,3450.68,10190,3450.682319484076,17122.0,1
6680,-0.56,0,0.0,2774.64,10808,2774.638780093726,17046.0,1
6681,-4.59,0,0.0,3183.06,5846,3183.058906146727,17454.0,1
6682,-8.49,0,0.0,3657.74,7185,3657.747206956763,19428.0,1
6683,-7.13,0,2.0,3490.25,11948,3490.2617265758167,19428.0,1
6684,-2.45,0,28.0,3226.17,11346,3226.171044752587,18057.0,1
6685,-0.08,0,0.0,3162.23,8496,3162.2292469079466,18057.0,1
6686,2.34,0,0.0,3258.11,5022,3258.107335555414,19511.0,1
6687,-2.69,0,0.0,3279.55,4939,3279.548142656241,17386.0,1
6688,-4.12,0,0.0,3385.99,7324,3385.997220908487,17386.0,1
6689,-1.7,0,0.0,3449.55,6116,3449.552482569297,18858.0,1
6690,-3.65,0,0.0,3284.23,5206,3284.231086571102,18858.0,1
6691,-7.05,0,0.0,3324.16,7837,3324.169920446306,17079.0,1
6692,-5.45,0,9.0,3740.34,8344,3740.348636156796,17079.0,1
6693,-1.44,0,17.0,3233.44,11056,3233.4406164332136,15653.0,1
6694,0.16,0,0.0,2767.42,11266,2767.4235382391325,12402.0,1
6695,-1.97,0,0.0,3295.43,7563,3295.433461625344,14178.0,1
6696,-3.77,0,35.0,3791.26,10579,3791.264534426476,15989.0,1
6697,1.72,0,0.0,3029.71,9270,3029.7095042264364,17889.0,1
6698,1.01,0,0.0,3127.74,6920,3127.7401714336825,17889.0,1
6699,-3.53,0,0.0,3203.59,6107,3203.596589772189,18111.0,1
6700,-3.79,0,0.0,3305.08,8213,3305.08578406068,18111.0,1
6701,-1.15,16,66.0,3764.24,8556,3764.243457854447,16708.0,1
6702,-1.08,0,32.0,3559.68,6641,3559.682102379368,16708.0,1
6703,-1.2,0,14.0,3268.24,8275,3268.2448271205144,15159.0,1
6704,-2.95,0,0.0,2995.08,5942,2995.0781342061846,20177.0,1
6705,0.24,0,0.0,3031.7,8647,3031.70124187724,14502.0,1
6706,-2.21,0,0.0,3151.86,6511,3151.860169804492,17236.0,1
6707,-2.78,0,0.0,3117.64,5010,3117.63886138212,17351.0,1
6708,0.67,0,0.0,3625.34,4962,3625.337181559806,17575.0,1
6709,0.06,0,0.0,3764.71,4529,3764.7111854696095,17575.0,1
6710,-4.02,0,0.0,3358.17,3703,3358.175370644005,13705.0,1
6711,-7.41,0,0.0,3101.98,5318,3101.986216926181,17062.0,1
6712,-5.66,0,0.0,3466.12,6507,3466.126857170695,17062.0,1
6713,-4.19,0,0.0,3232.75,5119,3232.754121488364,13719.0,1
6714,-2.56,0,0.0,3517.36,5765,3517.356794526253,18887.0,1
6715,-3.73,0,0.0,2990.25,6988,2990.2485682631805,18887.0,1
6716,-1.9,0,0.0,3219.43,6757,3219.4341599107133,15508.0,1
6717,-2.38,0,0.0,3519.59,6484,3519.587680396668,15884.0,1
6718,-3.77,0,0.0,2742.34,5983,2742.3398731740017,15884.0,1
6719,-6.26,0,0.0,2852.84,5002,2852.845800249288,17535.0,1
6720,-6.5,0,0.0,3606.08,7709,3606.086561634371,17535.0,1
6721,-0.96,0,0.0,3155.38,10943,3155.3820180764164,16376.0,1
6722,-1.54,0,0.0,3429.44,8747,3429.4386216988923,16662.0,1
6723,3.63,0,0.0,3017.13,7923,3017.1341418637653,16898.0,1
6724,-0.74,0,0.0,3425.76,8737,3425.764808039221,17361.0,1
6725,-5.08,0,0.0,3729.12,7040,3729.123422468074,17361.0,1
6726,-1.92,0,0.0,3096.5,6653,3096.4997868561204,16145.0,1
6727,-1.48,0,0.0,2824.36,6465,2824.357257855316,15710.0,1
6728,-5.9,0,0.0,3377.57,4908,3377.57194445951,18563.0,1
6729,-4.68,0,0.0,2907.07,3782,2907.074264617263,18563.0,1
6730,-5.18,0,0.0,3641.72,3990,3641.725832623867,17742.0,1
6731,-6.37,0,0.0,3798.33,5960,3798.3398755245694,14648.0,1
6732,-2.68,0,0.0,3003.14,6979,3003.137471045906,19391.0,1
6733,-7.39,0,0.0,3446.55,4253,3446.55493935611,19391.0,1
6734,-4.03,0,0.0,3132.52,10371,3132.52380836922,15213.0,1
6735,-1.45,0,0.0,3138.15,9783,3138.146813009232,15213.0,1
6736,0.58,0,0.0,2993.44,8557,2993.4441935670025,13198.0,1
6737,-1.83,0,0.0,3364.97,10648,3364.973352049017,15983.0,1
6738,-0.12,0,0.0,3372.1,6376,3372.0969840738567,15983.0,1
6739,-0.06,0,0.0,3424.9,6943,3424.900967911335,15085.0,1
6740,-2.36,0,0.0,3136.1,8277,3136.100951818994,15085.0,1
6741,-3.04,24,42.0,3801.32,7341,3801.324513903016,17837.0,1
6742,-4.64,14,47.0,3730.92,7323,3730.925869003564,17554.0,1
6743,-2.34,0,0.0,3084.08,7982,3084.076869988814,15334.0,1
6744,1.52,0,0.0,2862.7,9149,2862.697327696381,15334.0,1
6745,0.46,0,0.0,3224.4,9310,3224.39637606793,13711.0,1
6746,0.31,0,0.0,3297.06,8926,3297.056810247588,14908.0,1
6747,-0.13,42,40.0,3556.45,9611,3556.4497367459026,14908.0,1
6748,-0.28,0,0.0,2745.27,8844,2745.274077391909,14614.0,1
6749,1.9,0,0.0,2963.77,7201,2963.773985984761,17774.0,1
6750,-3.48,0,0.0,3636.97,5583,3636.967202216704,17379.0,1
6751,-3.18,0,0.0,3785.41,7402,3785.4086767481263,14375.0,1
6752,-3.54,0,0.0,3538.92,7678,3538.921957319771,16884.0,1
6753,1.09,0,0.0,3348.38,6775,3348.3804234286163,16884.0,1
6754,-0.17,0,0.0,3003.51,5917,3003.511919403684,18345.0,1
6755,-10.1,0,0.0,3069.31,5565,3069.3308049149737,18345.0,1
6756,-7.33,0,0.0,3521.19,7469,3521.19937521294,18790.0,1
6757,0.47,0,32.0,3524.45,9436,3524.448646242416,18790.0,1
6758,2.29,0,32.0,3467.73,6767,3467.731111259926,15709.0,1
6759,1.63,0,0.0,2787.12,4100,2787.1189587098715,18537.0,1
6760,-0.97,0,0.0,2977.54,4590,2977.5416705732264,18537.0,1
6761,-8.17,0,0.0,4041.11,3903,4041.121096923476,17555.0,1
6762,-8.65,50,123.0,4454.82,4339,4454.832167433471,17555.0,1
6763,-7.05,0,29.0,3537.84,6785,3537.845656610814,17238.0,1
6764,-7.87,0,0.0,2890.6,7162,2890.60928698432,18820.0,1
6765,-0.98,0,0.0,3042.19,5732,3042.188426116962,18820.0,1
6766,0.33,0,0.0,3322.68,5327,3322.675176721312,15480.0,1
6767,-5.02,0,0.0,3781.22,5588,3781.2278336540367,16769.0,1
6768,-4.25,0,0.0,3264.17,8311,3264.175215885324,14699.0,1
6769,-4.34,46,27.0,3684.18,8917,3684.186531651186,17472.0,1
6770,-0.11,0,10.0,3372.63,5737,3372.6313050791664,17472.0,1
6771,-2.39,0,0.0,3156.89,3770,3156.8929012559165,15275.0,1
6772,-3.42,0,0.0,3107.08,6743,3107.0768867216657,16518.0,1
