,Mean,Mode,Median,Standard Deviation,Zero Crossing Rate,RMS,Ampl. Env,Human/Robo
0,0.92,0,8.0,4247.56,4641,4247.559248556752,17873.0,1
1,-1.43,24,56.0,3993.38,5174,3993.383030714685,17873.0,1
2,2.54,30,54.0,3565.29,8183,3565.293581179536,17194.0,1
3,1.18,0,0.0,3331.39,6565,3331.390334379927,16264.0,1
4,-0.77,0,0.0,3137.23,5689,3137.227567455061,15648.0,1
5,1.38,0,0.0,3482.23,6296,3482.2282248583306,15648.0,1
6,-0.23,0,0.0,3234.66,7793,3234.655966250507,16244.0,1
7,0.11,0,0.0,3244.93,9158,3244.9278035111965,16244.0,1
8,0.68,0,0.0,3997.68,5724,3997.683110252737,17137.0,1
9,-0.62,0,0.0,3377.27,4734,3377.271380863552,16596.0,1
10,-2.2,0,0.0,3022.42,7572,3022.4171386491307,17160.0,1
11,1.06,0,0.0,3129.61,10050,3129.6065423627933,17160.0,1
12,-0.16,0,0.0,3418.68,8218,3418.6793180993154,16161.0,1
13,-2.48,0,0.0,3855.61,7118,3855.61417416214,18334.0,1
14,1.28,0,2.0,3999.65,5648,3999.654443823866,18334.0,1
15,2.83,38,50.0,3783.75,7114,3783.7526623710487,16126.0,1
16,5.22,38,38.0,3607.09,10140,3607.092646439789,16126.0,1
17,4.36,0,0.0,3181.71,6724,3181.710326223932,14480.0,1
18,1.08,0,36.0,4287.25,5071,4287.252062801999,17044.0,1
19,-1.6,36,24.0,3770.15,7384,3770.153965025832,16645.0,1
20,-2.92,22,26.0,3301.5,10303,3301.496580340497,16645.0,1
21,-0.57,0,0.0,2654.23,10352,2654.227296220126,13358.0,1
22,4.02,0,0.0,3201.63,7220,3201.6338703855567,16632.0,1
23,4.58,33,47.0,3771.17,5490,3771.169188726488,16632.0,1
24,1.33,0,6.0,3431.5,5696,3431.501540142449,16598.0,1
25,0.86,0,0.0,3070.86,7750,3070.861737362983,15092.0,1
26,1.88,0,0.0,3384.66,7269,3384.6588705510635,15217.0,1
27,0.69,36,55.0,4140.33,6103,4140.327081282348,18079.0,1
28,2.08,0,0.0,3324.48,4847,3324.476027887703,18079.0,1
29,-1.26,0,0.0,3283.7,3318,3283.6957304232683,16414.0,1
30,-0.98,0,2.0,3724.85,5335,3724.8513044147135,16329.0,1
31,1.04,41,25.0,3188.48,8320,3188.484418967733,16315.0,1
32,0.9,0,0.0,2670.52,8095,2670.518949567668,15333.0,1
33,2.71,0,0.0,2880.73,5176,2880.7276893174057,15333.0,1
34,1.54,0,0.0,3591.7,6374,3591.697613942465,15189.0,1
35,1.22,33,38.0,3699.09,11794,3699.0904395540265,16687.0,1
36,-0.57,0,0.0,3504.42,4574,3504.422494506049,17523.0,1
37,-0.23,0,1.0,4032.7,5354,4032.6990415849286,17523.0,1
38,1.01,0,0.0,3489.9,9097,3489.898371013116,17933.0,1
39,0.52,0,0.0,3168.68,10429,3168.677211392792,17933.0,1
40,1.81,0,0.0,3438.54,7774,3438.5354891290567,17455.0,1
41,3.11,0,4.0,3776.6,6591,3776.600472647325,17140.0,1
42,1.13,0,0.0,3232.46,6592,3232.4631521488377,17140.0,1
43,-0.61,0,0.0,2910.07,6416,2910.06750608985,16650.0,1
44,-0.59,0,0.0,3868.93,5697,3868.9282223892446,16650.0,1
45,-2.09,0,0.0,3452.14,5337,3452.139033990375,15602.0,1
46,-2.29,0,1.0,3661.95,6252,3661.954513644319,16492.0,1
47,-0.46,41,36.0,3869.36,5974,3869.361546818803,16492.0,1
48,2.45,0,0.0,3530.97,6209,3530.9673037285406,15847.0,1
49,0.91,0,0.0,3205.05,5348,3205.0484083707693,18603.0,1
50,0.02,0,0.0,3185.27,5575,3185.2737433382395,18603.0,1
51,-0.62,0,12.0,3290.32,6215,3290.3226969402253,19136.0,1
52,2.32,33,40.0,4119.4,5025,4119.400294945855,19136.0,1
53,2.2,0,0.0,3835.5,3318,3835.501256680801,13517.0,1
54,0.78,0,0.0,3801.08,4760,3801.080246456262,17847.0,1
55,1.35,0,29.0,3754.39,6959,3754.392575370881,17891.0,1
56,0.59,0,0.0,3050.44,7218,3050.4416860513825,17891.0,1
57,1.21,0,0.0,2940.08,6789,2940.079961497646,12706.0,1
58,-0.49,0,0.0,3409.73,8037,3409.7334895853664,12706.0,1
59,-1.77,0,0.0,3319.93,7409,3319.9304284879227,12339.0,1
60,2.05,0,0.0,3301.75,8299,3301.752027333367,13830.0,1
61,0.98,0,0.0,3332.15,9514,3332.147921386444,13830.0,1
62,-0.43,0,0.0,3472.4,9239,3472.396368504033,13209.0,1
63,0.5,33,41.0,4244.03,6311,4244.029936275191,15329.0,1
64,1.2,0,15.0,3794.63,8407,3794.635040422201,15329.0,1
65,1.1,0,0.0,3238.4,7397,3238.4000030879447,15910.0,1
66,0.08,0,0.0,3610.88,4365,3610.882099986096,15910.0,1
67,-1.23,0,0.0,3202.82,8096,3202.81758144294,14355.0,1
68,-0.74,0,0.0,3335.21,9255,3335.2111702259576,17203.0,1
69,-2.12,35,46.0,4089.12,6832,4089.1234170663033,17522.0,1
70,-3.74,0,0.0,3609.22,4507,3609.223106154564,17522.0,1
71,-0.04,0,0.0,3362.58,5454,3362.5812406542686,15171.0,1
72,-0.15,34,44.0,3362.51,7855,3362.5140921637785,15682.0,1
73,-0.15,0,0.0,2784.67,4437,2784.671973500649,18297.0,1
74,0.12,0,0.0,3302.01,5652,3302.0101635216083,18297.0,1
75,2.22,35,34.0,3706.85,7987,3706.847256092433,16764.0,1
76,2.07,36,46.0,3551.12,5375,3551.1212327939465,16637.0,1
77,0.02,0,0.0,3321.65,2945,3321.6450337144697,17791.0,1
78,-2.08,0,0.0,3186.24,3713,3186.237508410194,17791.0,1
79,-0.18,0,0.0,3384.11,8687,3384.1125262024016,15100.0,1
80,-0.04,0,0.0,3376.01,11037,3376.0094060887923,15100.0,1
81,-2.9,0,0.0,3245.0,8683,3244.9986563941748,14143.0,1
82,0.46,0,0.0,3747.16,6453,3747.155050168061,13148.0,1
83,-2.86,0,0.0,3782.8,3549,3782.804692288514,16584.0,1
84,-1.56,0,0.0,3857.85,6246,3857.851250372414,16584.0,1
85,3.11,0,6.0,3515.37,8256,3515.368761595289,15695.0,1
86,0.85,0,0.0,3698.91,6986,3698.9128808340433,15695.0,1
87,-2.42,0,22.0,3932.98,6738,3932.980026646461,18142.0,1
88,-0.09,33,51.0,3670.38,7154,3670.376254554838,18564.0,1
89,3.08,33,47.0,3435.02,8349,3435.0222430138647,18564.0,1
90,0.03,0,0.0,3238.53,6861,3238.534171504139,15276.0,1
91,-0.8,0,0.0,3519.27,5850,3519.271792573003,13480.0,1
92,-0.56,0,0.0,3755.33,4506,3755.331833540147,16051.0,1
93,-2.92,0,0.0,3808.72,4631,3808.725643834168,16278.0,1
94,0.02,0,0.0,3542.28,6334,3542.284701996721,16278.0,1
95,0.53,0,16.0,3412.99,7258,3412.9858423380547,14543.0,1
96,0.1,0,0.0,2945.05,9165,2945.052427377143,15771.0,1
97,0.22,0,0.0,3146.65,9708,3146.646889944914,17503.0,1
98,0.61,0,8.0,3434.14,11109,3434.1444130962227,17503.0,1
99,1.58,0,0.0,3269.34,6882,3269.3407470008383,16935.0,1
100,3.87,0,0.0,3332.26,6883,3332.2671576570806,17505.0,1
101,2.64,40,34.0,3570.08,6186,3570.077366108472,17505.0,1
102,1.7,32,27.0,3313.28,5308,3313.2797527525504,17963.0,1
103,1.23,0,0.0,2944.42,3578,2944.420080423308,17963.0,1
104,3.3,0,0.0,3204.54,3019,3204.5418954977013,16696.0,1
105,2.22,0,0.0,3490.21,4039,3490.208519558681,16696.0,1
106,1.14,0,0.0,3448.42,6505,3448.41947129406,17980.0,1
107,3.03,0,0.0,3430.44,6233,3430.4386818598,17980.0,1
108,0.99,39,48.0,3676.56,11194,3676.5558815282543,16365.0,1
109,2.23,0,0.0,3396.49,6824,3396.4866170794785,15691.0,1
110,1.41,0,0.0,3280.34,4390,3280.3399015955647,18848.0,1
111,-1.29,0,0.0,3793.26,6168,3793.256623272409,18848.0,1
112,-0.72,23,32.0,3761.93,7801,3761.9338085617615,17171.0,1
113,-1.49,23,35.0,3529.33,8175,3529.3310527633985,17171.0,1
114,0.97,0,0.0,2832.35,7823,2832.347489274577,13263.0,1
115,3.27,0,0.0,3017.41,8919,3017.416741187733,17400.0,1
116,2.29,38,21.0,3478.61,7459,3478.605763808253,17491.0,1
117,2.67,0,0.0,3419.4,6495,3419.3997426448987,12813.0,1
118,0.57,0,23.0,3322.88,7643,3322.8799060453566,18141.0,1
119,-2.82,0,0.0,3826.77,5151,3826.7720039218434,18141.0,1
120,0.46,0,0.0,3766.53,3607,3766.527841394512,16521.0,1
121,3.54,0,0.0,3663.09,5478,3663.092206046689,16521.0,1
122,0.22,0,0.0,3591.5,6903,3591.4991215368545,16288.0,1
123,1.42,0,0.0,3313.03,5500,3313.0324643745944,12991.0,1
124,0.69,0,22.0,3805.95,4492,3805.9508063032026,16265.0,1
125,-1.96,0,0.0,3993.6,3979,3993.597539812944,16265.0,1
126,-0.7,0,0.0,3224.24,8693,3224.240633079361,17277.0,1
127,0.05,0,0.0,3450.01,9683,3450.006299994248,15816.0,1
128,2.54,0,19.0,3461.54,9655,3461.53688265776,16543.0,1
129,-0.73,0,0.0,3089.5,6351,3089.4995063925808,16543.0,1
130,-0.25,0,0.0,3406.0,6534,3406.003349968993,12797.0,1
131,2.42,0,0.0,3118.6,6333,3118.6056884447576,12301.0,1
132,2.31,0,0.0,3496.42,6252,3496.42046527588,16410.0,1
133,2.48,43,49.0,3998.02,8497,3998.018786849306,16410.0,1
134,0.66,41,42.0,3815.5,5659,3815.4988389462255,17839.0,1
135,-3.81,0,0.0,3246.99,3177,3246.9878025640933,17934.0,1
136,-1.08,0,0.0,3390.05,3865,3390.045756328372,17934.0,1
137,0.63,0,4.0,3078.82,5860,3078.816629810876,16097.0,1
138,0.0,0,0.0,3215.81,7176,3215.8077741059087,16838.0,1
139,2.76,0,0.0,3084.53,6781,3084.535321567902,16838.0,1
140,1.83,0,0.0,3233.38,8806,3233.385238414996,13249.0,1
141,1.14,0,0.0,3395.12,7327,3395.117729917477,13790.0,1
142,3.13,0,0.0,3647.22,4318,3647.223663281428,17713.0,1
143,2.64,0,0.0,3656.76,4360,3656.7586835885136,17713.0,1
144,-1.32,0,29.0,3205.0,7938,3204.9973868944107,15790.0,1
145,2.33,0,0.0,3241.51,6382,3241.5151781227246,11065.0,1
146,4.17,0,2.0,3570.77,4501,3570.773412021547,13857.0,1
147,4.27,0,0.0,2767.68,9274,2767.680922722126,14406.0,1
148,3.12,0,0.0,2995.25,8402,2995.2562728421085,17335.0,1
149,-1.02,0,0.0,3651.46,3391,3651.458052614051,17335.0,1
150,-1.34,0,0.0,3792.16,2949,3792.164269912368,18423.0,1
151,-3.1,0,0.0,4009.35,3614,4009.355485611122,18423.0,1
152,-3.58,0,2.0,4033.87,5897,4033.873713938006,18593.0,1
153,3.51,0,1.0,3433.66,9788,3433.661011224026,12278.0,1
154,3.42,0,0.0,3143.63,11163,3143.636052408103,13411.0,1
155,1.98,0,0.0,2897.3,11163,2897.302139922587,13411.0,1
156,0.52,0,0.0,3048.92,10191,3048.916110685894,12391.0,1
157,-1.68,0,0.0,3388.75,8659,3388.752741053853,12391.0,1
158,-2.01,0,0.0,3265.52,7429,3265.51996625346,11456.0,1
159,1.16,0,0.0,2844.73,7341,2844.732880254313,12010.0,1
160,2.58,0,0.0,3554.91,7682,3554.9107963491856,17601.0,1
161,1.33,0,36.0,3986.91,6956,3986.905666052308,17601.0,1
162,3.94,0,0.0,3657.25,7021,3657.2527735993312,14053.0,1
163,1.29,0,0.0,3646.67,6932,3646.6705719052825,13890.0,1
164,-1.85,0,0.0,3175.33,7726,3175.3289829559394,16118.0,1
165,-1.66,0,16.0,2999.58,7903,2999.5775085835007,16118.0,1
166,-1.05,0,0.0,2719.71,4468,2719.708890671941,12418.0,1
167,-1.46,0,0.0,3072.19,6716,3072.194354203523,16448.0,1
168,0.31,0,21.0,3799.09,9272,3799.086767895674,16448.0,1
169,3.61,0,0.0,3415.87,10096,3415.8731050787,14963.0,1
170,2.46,0,0.0,2901.2,7605,2901.1979060381245,15948.0,1
171,1.12,0,0.0,3459.3,5116,3459.2996386552004,13251.0,1
172,-0.69,0,0.0,3395.27,6089,3395.272510417978,12333.0,1
173,0.91,0,0.0,3559.79,7590,3559.785183125521,17084.0,1
174,4.6,0,0.0,3015.3,7052,3015.3016764496383,17084.0,1
175,4.36,0,0.0,2450.74,10347,2450.742905732872,13786.0,1
176,2.31,0,0.0,3236.55,10775,3236.5513050158806,16535.0,1
177,-0.68,0,0.0,3522.54,6413,3522.542360284685,16535.0,1
178,-0.47,0,0.0,3349.85,8465,3349.850565323773,17993.0,1
179,1.43,0,0.0,3377.15,9806,3377.15453747678,17993.0,1
180,-1.26,0,0.0,3039.88,6285,3039.8830503820373,12948.0,1
181,-1.44,0,0.0,3109.56,4230,3109.5616700750606,15320.0,1
182,3.42,41,37.0,3846.09,5121,3846.091916478336,15320.0,1
183,2.5,41,50.0,3567.45,5549,3567.4513269279514,13966.0,1
184,-1.74,0,0.0,2799.51,5294,2799.510148222364,13966.0,1
185,-1.74,0,0.0,2614.32,6609,2614.315956421488,17194.0,1
186,-2.35,0,0.0,3271.15,7715,3271.153105557733,17194.0,1
187,-0.12,0,0.0,3417.69,6867,3417.688830189197,13861.0,1
188,4.7,0,3.0,3519.93,7315,3519.9283288158013,13861.0,1
189,4.78,0,13.0,3358.83,7585,3358.83175672733,13714.0,1
190,0.66,0,0.0,3380.76,4369,3380.759797737781,17056.0,1
191,-0.14,0,0.0,3260.48,7847,3260.475008338509,17056.0,1
192,-0.84,0,0.0,3177.48,10441,3177.478545954323,14109.0,1
193,0.32,0,0.0,3808.45,9018,3808.452093698961,14109.0,1
194,1.35,0,0.0,3618.26,7974,3618.26208420562,16044.0,1
195,0.78,0,0.0,3494.29,6101,3494.295046214615,16044.0,1
196,1.4,0,0.0,3716.31,6812,3716.305800119253,15231.0,1
197,0.77,0,0.0,3193.04,9050,3193.038660899677,15231.0,1
198,0.74,0,0.0,3456.7,6709,3456.704922321256,16837.0,1
199,2.17,0,0.0,3415.11,4184,3415.108620527318,16362.0,1
200,1.53,0,0.0,3594.98,5438,3594.983673120088,15364.0,1
201,-1.41,0,0.0,3476.91,8592,3476.913697519684,15364.0,1
202,-3.92,0,0.0,3493.09,9177,3493.09103230935,15113.0,1
203,0.64,0,0.0,3459.47,6931,3459.467045658912,15113.0,1
204,1.97,0,35.0,3442.25,5833,3442.24972801219,13466.0,1
205,0.95,0,0.0,3479.64,4195,3479.637758445554,15367.0,1
206,2.94,0,0.0,3552.38,4015,3552.383908025708,16097.0,1
207,2.38,0,0.0,2931.09,9207,2931.0883695310176,12981.0,1
208,1.11,0,0.0,2783.8,7146,2783.804377106984,13128.0,1
209,4.23,45,22.0,3543.82,9426,3543.8261342791634,18195.0,1
210,4.23,0,0.0,3271.86,7045,3271.863826628486,18195.0,1
211,0.01,0,0.0,3145.11,7624,3145.1060920102523,13105.0,1
212,0.01,0,21.0,3299.0,9992,3298.998079720569,14724.0,1
213,1.83,33,36.0,3700.79,8542,3700.786977117165,14859.0,1
214,1.09,0,0.0,3529.94,5929,3529.9445661369814,14859.0,1
215,3.06,0,0.0,2697.7,3482,2697.7004003410016,13518.0,1
216,-1.88,0,0.0,3859.24,5471,3859.243478973567,13776.0,1
217,0.32,0,7.0,3562.97,9077,3562.9733271524783,13552.0,1
218,1.21,38,37.0,3306.13,10921,3306.1285637434003,17222.0,1
219,0.7,0,17.0,3286.64,10049,3286.642808398868,17222.0,1
220,-1.95,0,0.0,3471.65,6012,3471.653760097628,17288.0,1
221,1.24,0,0.0,3325.93,5165,3325.9277292208258,17288.0,1
222,3.7,0,0.0,3333.0,5899,3333.003625860614,15186.0,1
223,-3.03,0,0.0,3024.32,3912,3024.322953984908,17036.0,1
224,-2.85,0,0.0,3211.01,4845,3211.0145312657805,17036.0,1
225,-0.87,0,0.0,3040.45,9451,3040.4477795219573,15685.0,1
226,1.52,0,1.0,3660.04,7277,3660.04459945504,14099.0,1
227,2.86,37,164.0,4250.51,4067,4250.50997175633,14099.0,1
228,3.85,40,44.0,3768.06,6883,3768.058989718712,18106.0,1
229,1.83,0,0.0,2943.71,6570,2943.712854542712,18106.0,1
230,-1.81,0,0.0,3015.62,4803,3015.619304554207,17433.0,1
231,-1.23,0,0.0,3188.22,7469,3188.221311327054,17433.0,1
232,0.23,0,0.0,3677.74,7859,3677.73614605507,14874.0,1
233,-0.13,0,0.0,3705.22,7085,3705.2247732087726,14874.0,1
234,-0.67,39,34.0,3695.52,9071,3695.5240589123487,18584.0,1
235,0.29,39,47.0,4188.67,6453,4188.667732107669,18584.0,1
236,0.92,0,0.0,3642.8,7020,3642.799844899525,15426.0,1
237,1.0,0,0.0,3071.16,5676,3071.1578777392738,14113.0,1
238,-2.94,0,0.0,3477.61,7112,3477.610908367985,14019.0,1
239,-2.35,0,0.0,3607.79,7856,3607.786642804699,16450.0,1
240,1.01,0,0.0,4064.7,3687,4064.698197898585,16926.0,1
241,0.03,0,0.0,3537.12,5815,3537.120591667748,16926.0,1
242,2.01,0,0.0,3343.81,10900,3343.8136864963035,15109.0,1
243,0.66,37,46.0,3862.34,7166,3862.344961289709,13612.0,1
244,0.32,0,0.0,3650.78,5036,3650.775728526747,15536.0,1
245,1.74,0,0.0,3145.4,8792,3145.4039645171174,15536.0,1
246,-0.84,0,0.0,3297.36,8132,3297.360398864522,13556.0,1
247,-0.17,0,0.0,3189.02,7063,3189.0235888120988,15479.0,1
248,0.61,43,33.0,3819.83,8290,3819.826467262617,18077.0,1
249,2.2,46,50.0,3915.3,9241,3915.3042768091473,18077.0,1
250,2.68,0,0.0,3010.44,11177,3010.4388749815203,17547.0,1
251,-0.25,0,0.0,2779.39,6892,2779.3944394418004,18312.0,1
252,1.59,0,6.0,3417.26,8808,3417.2586352220987,17723.0,1
253,0.1,0,0.0,3327.46,8436,3327.4580147614183,13362.0,1
254,3.44,0,0.0,3151.67,9032,3151.6690927189675,13362.0,1
255,2.06,0,0.0,3660.77,7249,3660.7754711263024,12908.0,1
256,0.09,0,0.0,3844.52,4323,3844.5218883497073,17708.0,1
257,-2.36,0,0.0,3107.31,6866,3107.3063061114526,17708.0,1
258,-1.63,0,0.0,3056.95,8202,3056.954862277165,11887.0,1
259,0.24,0,0.0,3530.56,5595,3530.563130720084,17136.0,1
260,-0.89,0,0.0,3935.61,4413,3935.6054832770014,17136.0,1
261,0.47,29,72.0,3815.01,7875,3815.0146303782376,11630.0,1
262,0.08,0,0.0,3455.78,6764,3455.7783985666674,15638.0,1
263,-1.4,0,0.0,2689.83,5440,2689.8288718801427,15638.0,1
264,0.07,0,0.0,3204.6,6249,3204.5950446195225,16248.0,1
265,-0.74,0,0.0,3376.55,7024,3376.5467226146893,16248.0,1
266,-0.5,0,0.0,3226.02,6528,3226.015065060918,15221.0,1
267,3.58,0,0.0,3726.95,9901,3726.9539036591264,16587.0,1
268,1.33,39,23.0,3650.57,11469,3650.574691743753,17029.0,1
269,-0.22,0,0.0,3391.04,6852,3391.0420566545617,17029.0,1
270,1.33,0,0.0,3746.55,3593,3746.55169188949,16233.0,1
271,0.51,0,0.0,3558.26,5693,3558.257874297477,16367.0,1
272,-0.1,47,42.0,3884.47,7862,3884.470719415967,17109.0,1
273,1.82,0,0.0,3442.21,5804,3442.208725513315,17109.0,1
274,0.83,0,0.0,3088.1,4189,3088.105053264866,13260.0,1
275,3.45,0,0.0,3494.73,6160,3494.73340471058,15318.0,1
276,3.69,0,16.0,3360.5,8958,3360.497070375155,15720.0,1
277,1.22,23,46.0,3654.53,8202,3654.530957592232,15875.0,1
278,3.49,0,131.0,3810.25,5690,3810.247955186119,15875.0,1
279,4.04,0,0.0,3377.7,5838,3377.700111022292,16437.0,1
280,3.29,0,0.0,3554.74,5984,3554.745978266239,16437.0,1
281,0.5,0,0.0,3986.06,3217,3986.057870879448,16181.0,1
282,3.22,47,182.0,4043.88,6199,4043.8829582469375,15779.0,1
283,3.93,32,69.0,3946.71,6387,3946.711637553471,15779.0,1
284,-0.7,0,0.0,3539.04,2933,3539.0438256681705,16132.0,1
285,-1.74,0,0.0,3816.06,3631,3816.055476535948,18057.0,1
286,-0.25,0,0.0,4026.73,4309,4026.727223192552,18057.0,1
287,2.1,0,0.0,3408.42,7144,3408.4211036783586,15820.0,1
288,1.06,32,68.0,4067.02,7732,4067.016305598,16693.0,1
289,-1.8,0,0.0,3269.98,5739,3269.979788928366,16655.0,1
290,-1.79,0,0.0,3372.96,4174,3372.965207350944,15794.0,1
291,2.99,0,0.0,3781.12,6182,3781.117043943496,15794.0,1
292,5.37,36,35.0,3800.0,7829,3800.007930254883,15533.0,1
293,2.36,36,34.0,3681.21,7195,3681.211583161175,15775.0,1
294,-0.07,0,0.0,3229.92,4402,3229.915969495182,15775.0,1
295,3.32,0,0.0,3440.06,3446,3440.0584021205223,16441.0,1
296,1.55,0,0.0,3756.99,4294,3756.9941628913934,16441.0,1
297,0.79,0,0.0,3339.15,2698,3339.1477385704275,15758.0,1
298,-0.75,0,0.0,2641.44,6561,2641.4382427003666,15016.0,1
299,2.52,0,2.0,3266.83,10390,3266.8281772998102,12551.0,1
300,2.97,35,30.0,3366.31,8617,3366.306991348234,14715.0,1
301,0.22,0,0.0,3472.84,6003,3472.8387494958647,15608.0,1
302,-0.99,0,0.0,3327.26,3784,3327.256859636779,17178.0,1
303,-2.85,0,0.0,3103.4,3620,3103.40122124098,17178.0,1
304,-0.41,0,0.0,3263.73,4917,3263.733615048875,13919.0,1
305,0.81,0,0.0,3494.26,6820,3494.259701281517,17048.0,1
306,0.55,0,0.0,3405.53,7498,3405.529189421228,18017.0,1
307,-0.03,0,0.0,2574.72,7300,2574.715634783772,18017.0,1
308,-0.13,0,0.0,3088.84,9160,3088.8428286334024,16307.0,1
309,-1.57,0,0.0,3843.51,9190,3843.511325597988,16307.0,1
310,-0.34,0,0.0,4038.56,5315,4038.56326680665,13262.0,1
311,1.02,0,0.0,4113.35,5160,4113.351098556991,13653.0,1
312,-3.29,0,0.0,3436.93,4302,3436.935015387984,13653.0,1
313,-1.19,0,0.0,3072.77,5994,3072.7687417051093,16975.0,1
314,-0.03,32,33.0,3695.78,6975,3695.782216256797,18312.0,1
315,-1.24,0,0.0,3303.0,3954,3302.999777475015,17030.0,1
316,1.38,0,0.0,3341.46,6832,3341.4625226089247,17342.0,1
317,0.72,0,0.0,3917.38,9778,3917.383411155972,17342.0,1
318,-1.01,0,0.0,3637.84,7404,3637.8369246023112,13415.0,1
319,0.36,0,9.0,3698.81,5560,3698.806796792717,16354.0,1
320,1.71,0,0.0,3577.97,5643,3577.968246086038,16354.0,1
321,4.6,0,0.0,3384.84,5377,3384.844046629032,13891.0,1
322,5.53,0,0.0,3706.07,4779,3706.070010132026,15313.0,1
323,3.62,0,0.0,3564.72,3709,3564.719213346263,15313.0,1
324,-0.17,26,71.0,3567.15,9894,3567.1536762522583,18043.0,1
325,0.28,0,0.0,3147.96,11012,3147.95734564495,18043.0,1
326,-1.84,0,0.0,3502.89,7560,3502.895389531352,13410.0,1
327,-2.05,0,0.0,4150.52,6379,4150.522567099232,15521.0,1
328,0.76,11,51.0,3972.84,9162,3972.840619758109,16077.0,1
329,1.19,0,0.0,3210.74,10683,3210.7394241825355,16077.0,1
330,1.41,0,0.0,3601.19,11224,3601.1951085715978,12583.0,1
331,0.32,0,0.0,3420.56,9116,3420.562209637474,12583.0,1
332,-1.34,0,0.0,2935.14,9396,2935.1358401273355,14141.0,1
333,-0.49,0,0.0,3570.6,5620,3570.5975522312788,14736.0,1
334,-0.5,0,0.0,3121.1,9009,3121.0966502176766,15972.0,1
335,-1.08,0,0.0,2762.58,8329,2762.577007071477,18844.0,1
336,0.82,0,0.0,3266.97,8438,3266.969589696237,18844.0,1
337,2.18,0,0.0,3107.34,12008,3107.345428174988,15227.0,1
338,1.33,0,0.0,3822.0,8248,3821.996771322551,16304.0,1
339,0.81,0,42.0,3788.68,4876,3788.6794018496735,16304.0,1
340,2.02,0,0.0,3012.86,6656,3012.8650500810686,14813.0,1
341,0.95,0,0.0,3526.64,5864,3526.644521354541,11710.0,1
342,-0.94,0,0.0,3117.0,6883,3117.0037953136984,16757.0,1
343,2.36,0,0.0,3381.94,7130,3381.9404533492307,16618.0,1
344,2.21,0,1.0,3507.01,7458,3507.010484729123,16097.0,1
345,-0.0,30,39.0,3140.56,7640,3140.559552054379,17541.0,1
346,1.05,0,0.0,2797.26,5767,2797.2567901428,17541.0,1
347,0.84,0,0.0,2778.62,5098,2778.617210052511,16256.0,1
348,0.74,0,0.0,3442.06,3807,3442.058244713474,16615.0,1
349,0.98,0,0.0,3667.32,3808,3667.315905400024,16615.0,1
350,0.29,0,0.0,3580.24,3194,3580.2400045248364,13905.0,1
351,3.1,0,0.0,3414.87,9863,3414.8752802994136,14541.0,1
352,2.75,0,0.0,3138.39,11052,3138.386214282748,14541.0,1
353,0.51,0,0.0,3323.49,9158,3323.491253185421,13776.0,1
354,0.64,0,0.0,3591.47,10721,3591.4668911184467,16454.0,1
355,0.78,0,0.0,3484.72,7184,3484.7200662320065,17184.0,1
356,-0.3,0,0.0,3686.42,4149,3686.4168076873775,17184.0,1
357,-1.78,0,0.0,3863.74,5658,3863.7394619720417,15656.0,1
358,0.37,0,0.0,3944.34,6156,3944.3449075860494,17156.0,1
359,2.22,32,49.0,4164.95,5792,4164.949981692457,17156.0,1
360,3.0,0,0.0,3290.68,5737,3290.680130307411,18482.0,1
361,0.14,0,0.0,3387.04,5866,3387.039643995919,18482.0,1
362,-1.26,0,0.0,3649.44,5404,3649.4409749987735,17322.0,1
363,-1.24,0,0.0,4172.1,5481,4172.097239998128,17322.0,1
364,-1.79,0,0.0,3694.34,4384,3694.34010751582,13679.0,1
365,-1.48,0,0.0,3743.86,6335,3743.864547496343,16144.0,1
366,-1.41,0,0.0,3597.83,6444,3597.8290634770296,16144.0,1
367,0.69,0,0.0,3241.95,5238,3241.946990621531,12800.0,1
368,3.98,0,0.0,3457.11,6565,3457.109868083455,16892.0,1
369,-1.35,0,0.0,2747.2,6348,2747.2020366183483,13258.0,1
370,-1.43,0,0.0,3379.96,5593,3379.962591508965,14054.0,1
371,-0.06,0,21.0,3891.55,8031,3891.553802788804,15962.0,1
372,-2.09,28,37.0,3522.56,8624,3522.561888739501,18396.0,1
373,-1.59,0,0.0,3037.08,5364,3037.0787181105466,18396.0,1
374,1.27,0,0.0,3448.9,4495,3448.8967076443446,16299.0,1
375,1.24,0,0.0,3626.93,5348,3626.929563694338,16299.0,1
376,1.37,0,0.0,3349.61,4214,3349.613767287208,16948.0,1
377,1.41,0,0.0,3253.29,4207,3253.2867349804874,16948.0,1
378,-3.71,0,0.0,3659.21,7889,3659.211592679494,16876.0,1
379,-1.97,0,0.0,3718.44,5924,3718.440893708007,16832.0,1
380,-0.9,0,0.0,3756.14,6863,3756.1431708602377,17985.0,1
381,0.49,0,0.0,3258.12,5143,3258.123938710742,17985.0,1
382,0.9,0,0.0,3552.07,6744,3552.072221957206,13947.0,1
383,1.67,0,0.0,3797.31,8695,3797.30666525631,14571.0,1
384,0.84,0,0.0,3453.51,7268,3453.513448649071,16627.0,1
385,-0.84,0,0.0,3242.87,5665,3242.874980630613,16627.0,1
386,0.83,0,0.0,3130.28,4336,3130.2814825507307,14097.0,1
387,2.55,0,0.0,3725.12,6004,3725.116466635641,15681.0,1
388,2.66,0,0.0,3175.62,4925,3175.623206553322,14828.0,1
389,0.23,0,0.0,3906.68,4323,3906.67552018337,14828.0,1
